"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
3,40,"between","22","2","b c","3","a d",156,156,156,5.5299382356747,-5.36293166027137,6.48790485448231,1.31991786141527e-07,2.90318606580129e-07,1.09470733699407e-09,2.83208649320567e-09
3,40,"between","23","2","b c","4","b d",156,156,156,6.07966634768567,-2.18934298528179,-3.82902241858286,8.90176334214398e-09,0.0300576805641865,0.000185920973223773,0.000497486995866285
3,40,"between","24","3","a d","4","b d",156,156,156,0.549728112010969,3.17358867498958,2.65888243589945,0.583292022377098,0.00181400624396346,0.00865774433524571,0.00873245021798314
4,40,"between","25","5","a","6","b",156,156,156,6.11116982966923,5.28305982656526,6.11116982966923,7.59302460716122e-09,4.20977936596516e-07,7.59302460716122e-09,7.70978918627512e-11
4,40,"between","26","7","c","8","d",156,156,156,-0.985580590633372,-2.06096854262916,-0.985580590633372,0.325865108399015,0.0409661965165969,0.325865108399015,0.00390955554765901
4,40,"between","27","1","a c","2","b c",156,156,156,0.140206247168577,5.36287387296557,9.60838586047348,0.888677900492664,2.90397039641632e-07,1.85211909186047e-17,8.53804903703516e-16
4,40,"between","28","1","a c","3","a d",156,156,156,2.30725368147586,0.169861611881818,0.986519408751348,0.0223555160535238,0.865339051655709,0.3254059098766,0.418229514165269
4,40,"between","29","1","a c","4","b d",156,156,156,-0.479652950839864,2.27836259647329,3.3228479132863,0.632145968863528,0.0240621827872483,0.00111018494998136,0.00370155556700091
4,40,"between","30","2","b c","3","a d",156,156,156,2.16704743430729,-5.19301226108376,8.62186645172213,0.0317484439305882,6.3731195169362e-07,6.98364982554082e-15,2.09408683187392e-13
4,40,"between","31","2","b c","4","b d",156,156,156,-0.619859198008441,-3.08451127649228,-6.28553794718719,0.536254837041349,0.00241228998560549,3.1228752443784e-09,2.56764849785881e-08
4,40,"between","32","3","a d","4","b d",156,156,156,-2.78690663231573,2.10850098459147,2.33632850453495,0.00598260952351841,0.0365853393724141,0.0207462024499674,0.0570806482987846
5,8,"between","33","5","a","6","b",28,28,28,-1.24594853046021,-0.871493564199425,-1.24594853046021,0.223108062445901,0.390896195693584,0.223108062445901,0.514748002342915
5,8,"between","34","7","c","8","d",28,28,28,1.56791980216033,0.876958500986928,1.56791980216033,0.128133093026645,0.387971600029985,0.128133093026645,0.32261573863689
5,8,"between","35","1","a c","2","b c",28,28,28,-0.941632355056768,-1.86146287743211,-1.41843990317802,0.354434714664295,0.0732075562291432,0.167097556580506,0.194871794871795
5,8,"between","36","1","a c","3","a d",28,28,28,-1.37209286022558,-0.625120565559214,-0.214104136328757,0.180928139911173,0.536953703639894,0.832017402923086,0.878477078477078
5,8,"between","37","1","a c","4","b d",28,28,28,0.269037815730503,0.00386429386119934,0.240867153369852,0.789873158435881,0.996944148253276,0.81141310627104,0.878477078477078
5,8,"between","38","2","b c","3","a d",28,28,28,-0.430460505168808,1.23634231187289,-1.20433576684926,0.670156062311937,0.22660237582769,0.238541833524264,0.234498834498834
5,8,"between","39","2","b c","4","b d",28,28,28,1.21067017078727,1.86532717129331,1.65930705654787,0.236142447912593,0.0726465414983687,0.108215232824694,0.13038073038073
5,8,"between","40","3","a d","4","b d",28,28,28,1.64113067595608,0.628984859420413,0.454971289698609,0.111957233932207,0.534457282624229,0.652638044612469,0.645376845376845
6,24,"between","41","5","a","6","b",92,92,92,3.25648108117774,2.05269496827201,3.25648108117774,0.00158007109299066,0.0429423656184059,0.00158007109299065,0.0310602888863819
6,24,"between","42","7","c","8","d",92,92,92,-2.25519252056925,-1.2774885728682,-2.25519252056925,0.0264925493115295,0.204644179773362,0.0264925493115295,0.315191293572856
6,24,"between","43","1","a c","2","b c",92,92,92,-8.26125880088777,-2.62946482095905,-5.67613567798213,1.02783403927297e-12,0.0100236502404854,1.58943209019451e-07,2.51875428630894e-06
6,24,"between","44","1","a c","3","a d",92,92,92,-5.50510084286233,-4.98426018549512,-6.95203937505015,3.31424972878335e-07,2.91002950313229e-06,5.0948088598023e-10,4.1735783322881e-07
6,24,"between","45","1","a c","4","b d",92,92,92,-0.808088197117405,0.548153699009218,3.53327177649608,0.421124401425581,0.584914003756849,0.000644165935567319,0.000557233513491027
6,24,"between","46","2","b c","3","a d",92,92,92,2.75615795802544,-2.35479536453607,1.27590369706803,0.00705169999741919,0.0206589190673091,0.205201494754161,0.165425495650633
6,24,"between","47","2","b c","4","b d",92,92,92,7.45317060377036,3.17761851996827,9.20940745447821,4.86089642558343e-11,0.0020223293377001,1.05215581239237e-14,9.90461192523859e-11
6,24,"between","48","3","a d","4","b d",92,92,92,4.69701264574492,5.53241388450434,10.4853111515462,9.20150809985898e-06,2.94923524041378e-07,2.19255705096462e-17,1.20939218874234e-11
7,24,"between","49","5","a","6","b",92,92,92,1.05942841989143,1.05788951694017,1.05942841989143,0.292178284939,0.292875621774167,0.292178284939,0.869651150122081
7,24,"between","50","7","c","8","d",92,92,92,1.43357148692375,1.20281527388632,1.43357148692375,0.155084484841897,0.232134189961877,0.155084484841897,0.576711707202425
7,24,"between","51","1","a c","2","b c",92,92,92,2.26586816797909,3.42584378806174,4.74049838043736,0.0258046534538062,0.000917695390756884,7.74782029889224e-06,4.69671292442032e-05
7,24,"between","52","1","a c","3","a d",92,92,92,2.20890500174497,3.52832177356696,5.37004663813156,0.0296647126481398,0.000654858106006202,5.87874880909041e-07,4.19954813792792e-06
7,24,"between","53","1","a c","4","b d",92,92,92,-3.86716606322687,1.59855968785432,0.339956059154871,0.000205203949755685,0.113347439874403,0.73466454787412,0.75148727461787
7,24,"between","54","2","b c","3","a d",92,92,92,-0.0569631662341122,0.102477985505214,-0.629548257694205,0.954698071254415,0.918600322811029,0.530550495463317,0.53281963161271
7,24,"between","55","2","b c","4","b d",92,92,92,-6.13303423120596,-1.82728410020742,-4.40054232128249,2.13350230561377e-08,0.0708991293971432,2.90294558818672e-05,0.000117169112444165
7,24,"between","56","3","a d","4","b d",92,92,92,-6.07607106497185,-1.92976208571264,-5.03009057897669,2.74960049226701e-08,0.056717308528362,2.41389580424587e-06,1.96718017944525e-05
8,8,"between","57","5","a","6","b",28,28,28,-0.987076394748255,-1.36056676165371,-0.987076394748255,0.332058649792952,0.184503263982377,0.332058649792953,0.148558241934993
8,8,"between","58","7","c","8","d",28,28,28,-1.74831455224308,-1.6775206362141,-1.74831455224308,0.0913677536290755,0.104570817723026,0.0913677536290755,0.0795675234056463
8,8,"between","59","1","a c","2","b c",28,28,28,0.517408946924379,-1.29538495354327,-1.71994347727473,0.608934494606808,0.205766118332961,0.096479274662023,0.104895104895105
8,8,"between","60","1","a c","3","a d",28,28,28,0.284574920808408,-1.51950518756827,-1.9455098349501,0.778063962277191,0.139847886814721,0.0618160968249799,0.104895104895105
8,8,"between","61","1","a c","4","b d",28,28,28,1.06068834119498,-2.14825220086972,-2.42483834501027,0.297895606432487,0.0404892162099896,0.0220186763780376,0.0206682206682207
8,8,"between","62","2","b c","3","a d",28,28,28,-0.232834026115971,-0.224120234025001,0.225566357675374,0.817583924671656,0.824291101028194,0.823177039790404,0.720901320901321
8,8,"between","63","2","b c","4","b d",28,28,28,0.543279394270599,-0.852867247326443,-0.704894867735543,0.591236786865724,0.400969855429879,0.486698284948903,0.645376845376845
8,8,"between","64","3","a d","4","b d",28,28,28,0.77611342038657,-0.628747013301442,-0.479328510060169,0.444188760642571,0.534610758055359,0.635427579249716,0.645376845376845
9,32,"between","65","5","a","6","b",124,124,124,-3.10080067643382,-2.41307241719323,-3.10080067643382,0.00238944728377423,0.0172818384000629,0.00238944728377422,0.0515659660358388
9,32,"between","66","7","c","8","d",124,124,124,-4.8165995447113,-3.2960167051049,-4.8165995447113,4.17526413018015e-06,0.0012791923311784,4.17526413018015e-06,3.87047486419941e-05
9,32,"between","67","1","a c","2","b c",124,124,124,4.41147303924584,-0.263941754871571,-0.796725735101396,2.20308322455913e-05,0.792262948598185,0.427133152739243,0.508860519078648
9,32,"between","68","1","a c","3","a d",124,124,124,4.80250722430808,-0.888277648263844,-2.45961660423504,4.43071081011668e-06,0.376111247548311,0.0152869432882258,0.0183975754984178
9,32,"between","69","1","a c","4","b d",124,124,124,5.48586793606733,-4.03693563277536,-4.65243972836733,2.21356322662107e-07,9.41562028209732e-05,8.28305078049259e-06,1.00608327844174e-05
9,32,"between","70","2","b c","3","a d",124,124,124,0.39103418506224,-0.624335893392272,1.66289086913365,0.696443031859814,0.533554029271915,0.0988599326529239,0.115084786450247
9,32,"between","71","2","b c","4","b d",124,124,124,1.07439489682149,-3.77299387790379,-3.85571399326593,0.284731947225686,0.00024866135155119,0.000184298151304429,0.00047312270750123
9,32,"between","72","3","a d","4","b d",124,124,124,0.683360711759252,-3.14865798451152,-2.19282312413228,0.495653832766391,0.00205525312483861,0.0301861388218959,0.0304809991481571
10,8,"between","73","5","a","6","b",28,28,28,-2.12676348724643,-2.19531360056949,-2.12676348724643,0.0423878339558823,0.0365943144797015,0.0423878339558823,0.0426194606016011
10,8,"between","74","7","c","8","d",28,28,28,-1.18258095179177,-0.897056737672449,-1.18258095179177,0.2469203307712,0.377337243810443,0.2469203307712,0.423019989056705
10,8,"between","75","1","a c","2","b c",28,28,28,1.16752380604281,-1.11541275166864,-1.00121473182656,0.25284532449373,0.274155572978072,0.325297541452892,0.441802641802642
10,8,"between","76","1","a c","3","a d",28,28,28,0.700514283625688,-0.197406520192172,-0.111246081314063,0.489386769645425,0.844935502882004,0.912214837466336,0.959129759129759
10,8,"between","77","1","a c","4","b d",28,28,28,0.622679363222834,-2.18663603611101,-2.11367554496717,0.538533955590425,0.0372861692244227,0.0435827330258224,0.0379176379176379
10,8,"between","78","2","b c","3","a d",28,28,28,-0.467009522417126,0.918006231476471,-0.889968650512493,0.644106849589662,0.366456084170975,0.381065880627245,0.441802641802642
10,8,"between","79","2","b c","4","b d",28,28,28,-0.54484444281998,-1.07122328444237,-1.11246081314062,0.590174189917206,0.293216135188952,0.27540039155418,0.382284382284382
10,8,"between","80","3","a d","4","b d",28,28,28,-0.0778349204028545,-1.98922951591884,-2.00242946365311,0.938512931679437,0.0565259052462845,0.0550087127035882,0.0649572649572649
11,16,"between","81","5","a","6","b",60,60,60,4.05355538313438,3.3738542606248,4.05355538313438,0.000147426318355753,0.0013034841406081,0.000147426318355752,0.0152230566712462
11,16,"between","82","7","c","8","d",60,60,60,2.82684903983838,1.91355058987952,2.82684903983838,0.00637788570138678,0.0604519188193964,0.00637788570138678,0.0183975754984178
11,16,"between","83","1","a c","2","b c",60,60,60,0.52754418067505,3.7999646326282,3.13866295174016,0.599761210067758,0.000340507946328099,0.00263178470658044,0.00194381986076771
11,16,"between","84","1","a c","3","a d",60,60,60,1.60332054911045,2.76737400445261,3.0861769492027,0.114115682519011,0.00750321102226591,0.00306626158287016,0.00846349021634194
11,16,"between","85","1","a c","4","b d",60,60,60,-2.1308647297855,3.73875982467025,3.72650618015973,0.037207667561745,0.000415046660069418,0.00043174007217273,0.000553034179005574
11,16,"between","86","2","b c","3","a d",60,60,60,1.0757763684354,-1.0325906281756,0.0524860025374611,0.286334137235098,0.305939818737994,0.958315806650932,1
11,16,"between","87","2","b c","4","b d",60,60,60,-2.65840891046055,-0.0612048079579468,0.587843228419563,0.0100497747228302,0.951399522757552,0.558843604535823,0.514748002342915
11,16,"between","88","3","a d","4","b d",60,60,60,-3.73418527889594,0.971385820217649,0.640329230957024,0.000421205087131421,0.335256005344614,0.5243965058047,0.668930879611627
12,24,"between","89","5","a","6","b",92,92,92,1.78678231518554,0.967238587141551,1.78678231518555,0.0772664018432583,0.335960611422635,0.0772664018432581,0.034722804002266
12,24,"between","90","7","c","8","d",92,92,92,0.539768301382187,0.283716310227309,0.539768301382187,0.590660935814329,0.777265301042217,0.590660935814329,0.271464740001684
12,24,"between","91","1","a c","2","b c",92,92,92,-1.98121126785384,-1.0744300806787,-0.322129303168206,0.0505533103990039,0.285439844466752,0.748085575020578,0.782704652224925
12,24,"between","92","1","a c","3","a d",92,92,92,-1.78573175609226,-1.55775331777683,-1.07012446476218,0.07743766589825,0.122725239995281,0.287362822430935,0.272703911388575
12,24,"between","93","1","a c","4","b d",92,92,92,-0.100381370904594,0.884558690888043,2.39686040831938,0.920259987294138,0.3787006325201,0.0185584410366697,0.0182794093328219
12,24,"between","94","2","b c","3","a d",92,92,92,0.195479511761579,-0.48332323709813,0.747995161593975,0.845448664891176,0.630014535222679,0.456370887304829,0.480345250423796
12,24,"between","95","2","b c","4","b d",92,92,92,1.88082989694925,1.95898877156674,2.71898971148759,0.0631580791314648,0.0531420339249235,0.00782721701756751,0.00877764456638811
12,24,"between","96","3","a d","4","b d",92,92,92,1.68535038518767,2.44231200866487,3.46698487308156,0.0953101760951372,0.0165043327876975,0.000802047430762927,0.00127198841002554
13,40,"between","97","5","a","6","b",156,156,156,2.1422152162038,2.2756386411961,2.1422152162038,0.0337279081830064,0.0242288304918088,0.0337279081830064,0.0059802206028232
13,40,"between","98","7","c","8","d",156,156,156,0.260389963465862,-1.34692178560317,0.260389963465862,0.794906366927696,0.179958836442298,0.794906366927696,0.323175687253252
13,40,"between","99","1","a c","2","b c",156,156,156,0.717824541886045,3.10917626202321,5.09765144115337,0.473939059861736,0.00223056133735679,9.83772743538734e-07,7.93908479265365e-07
13,40,"between","100","1","a c","3","a d",156,156,156,3.69780741119466,0.547639218975416,2.25293352898224,0.000300748424519615,0.584722336999713,0.0256576395617584,0.0498387279277401
13,40,"between","101","1","a c","4","b d",156,156,156,0.0429683704650096,0.656701986392014,1.3393014987959,0.965781695433376,0.512340141963718,0.182420590608754,0.177358709474475
13,40,"between","102","2","b c","3","a d",156,156,156,2.97998286930861,-2.5615370430478,2.84471791217113,0.00334463088618495,0.0113688158540919,0.00504183099853209,0.010093993583577
13,40,"between","103","2","b c","4","b d",156,156,156,-0.674856171421035,-2.4524742756312,-3.75834994235748,0.500766105810042,0.0152898926252364,0.000241260642274099,0.000298837625505177
13,40,"between","104","3","a d","4","b d",156,156,156,-3.65483904072965,0.109062767416598,-0.913632030186346,0.000351113068097955,0.913292868102314,0.362320123867411,0.375427250765175
14,40,"between","105","5","a","6","b",156,156,156,-5.27718144987006,-3.74672191256196,-5.27718144987006,4.32589678889259e-07,0.000251743336027966,4.32589678889256e-07,9.93839451272213e-05
14,40,"between","106","7","c","8","d",156,156,156,-4.64854747422426,-3.33083788483517,-4.64854747422426,7.07229710961676e-06,0.00108087720577835,7.07229710961676e-06,0.695985895554324
14,40,"between","107","1","a c","2","b c",156,156,156,9.62937750375106,1.50523800307428,7.09863962464721,1.62947904937163e-17,0.134284954886387,4.17455527523907e-11,3.59307000682027e-08
14,40,"between","108","1","a c","3","a d",156,156,156,7.76712136688067,1.79931241926707,11.4313012872814,1.00007990458113e-12,0.0739021014912966,2.28777007678465e-22,5.5503727334237e-16
14,40,"between","109","1","a c","4","b d",156,156,156,6.0376629313128,-5.0045905269928,-5.30392109967692,1.09960894371632e-08,1.49518341105526e-06,3.82169663657366e-07,9.42439407910878e-07
14,40,"between","110","2","b c","3","a d",156,156,156,-1.86225613687039,0.294074416192789,-4.33266166263417,0.0644478586653231,0.769091953616135,2.6281055671075e-05,9.70661778297223e-05
14,40,"between","111","2","b c","4","b d",156,156,156,-3.59171457243826,-6.50982853006708,-12.4025607243241,0.000439734059073443,9.76140725472125e-10,5.13783709304046e-25,1.70775524881682e-17
14,40,"between","112","3","a d","4","b d",156,156,156,-1.72945843556786,-6.80390294625987,-16.7352223869583,0.0857051296563927,2.05726593030052e-10,1.19625755791661e-36,7.4413614624145e-23
15,32,"between","113","5","a","6","b",124,124,124,-2.87261258400686,-2.80903488139427,-2.87261258400686,0.00479028140010385,0.00577514005583728,0.00479028140010386,0.194074151794675
15,32,"between","114","7","c","8","d",124,124,124,3.28559251562228,3.12076966400723,3.28559251562228,0.00132349626210265,0.00224430593746976,0.00132349626210265,0.023742674995808
15,32,"between","115","1","a c","2","b c",124,124,124,-1.18072407688557,-4.74141254618918,-4.34441201558691,0.239972208105897,5.72452362488229e-06,2.87522489074741e-05,8.12137968876712e-05
15,32,"between","116","1","a c","3","a d",124,124,124,-5.06884094153421,-0.548407541024973,-1.56458294145602,1.41700252910833e-06,0.584398101558735,0.120229259713912,0.12147548143168
15,32,"between","117","1","a c","4","b d",124,124,124,-0.0827258907372061,0.220429778717338,0.75070250397652,0.934202890076648,0.825898969810545,0.454253918473968,0.475153207945446
15,32,"between","118","2","b c","3","a d",124,124,124,-3.88811686464865,4.19300500516421,-2.77982907413088,0.000163696103769051,5.1937699429499e-05,0.00628676157606253,0.00266073952675681
15,32,"between","119","2","b c","4","b d",124,124,124,1.09799818614836,4.96184232490652,5.09511451956343,0.274332781311608,2.25014213242448e-06,1.26376416878721e-06,1.00608327844174e-05
15,32,"between","120","3","a d","4","b d",124,124,124,4.98611505079701,0.768837319742311,2.31528544543254,2.02709435729518e-06,0.443451793760361,0.0222405315241009,0.0158169450811819
16,32,"between","121","5","a","6","b",124,124,124,-1.61571510803115,-1.00753964185344,-1.61571510803115,0.108697448100276,0.315637562486001,0.108697448100276,0.0957990261959099
16,32,"between","122","7","c","8","d",124,124,124,-4.17367721936813,-3.13869018601089,-4.17367721936813,5.59541873207337e-05,0.00212105782413129,5.59541873207337e-05,0.000192190353744722
16,32,"between","123","1","a c","2","b c",124,124,124,5.75359087324631,3.50318086676103,7.82152424646556,6.44162216068812e-08,0.000640104086501618,1.94976886140703e-12,2.72232655269617e-10
16,32,"between","124","1","a c","3","a d",124,124,124,7.17167223960433,1.9962298652579,2.66032041929871,5.8897897973625e-11,0.0480996588209881,0.00883867298386099,0.0183975754984178
16,32,"between","125","1","a c","4","b d",124,124,124,2.90523832935813,-2.9318272276408,-1.97246359855538,0.00434697500336995,0.00401388537017871,0.0507820095766116,0.0729005456764032
16,32,"between","126","2","b c","3","a d",124,124,124,1.41808136635803,-1.50695100150314,5.16120382716684,0.158675224421878,0.134366623074647,9.46174156665472e-07,3.8712708236349e-07
16,32,"between","127","2","b c","4","b d",124,124,124,-2.84835254388818,-6.43500809440183,-9.79398784502093,0.00514635228775389,2.43629801871888e-09,3.99615410490141e-17,5.88069302331516e-13
16,32,"between","128","3","a d","4","b d",124,124,124,-4.2664339102462,-4.92805709289869,-4.63278401785409,3.90555387296264e-05,2.60070691670695e-06,8.98214433555865e-06,3.27813719586837e-05
17,24,"between","129","5","a","6","b",92,92,92,3.04710938334567,1.68786584569869,3.04710938334567,0.00301543422846774,0.0948244233146354,0.00301543422846773,0.419833780721893
17,24,"between","130","7","c","8","d",92,92,92,-7.41541798703838,-5.85749499458545,-7.41541798703838,5.80989330885133e-11,7.21628190260054e-08,5.80989330885133e-11,1.94565181170139e-14
17,24,"between","131","1","a c","2","b c",92,92,92,-4.90520581044811,-0.765515599297586,-4.20999097907112,4.00897537858561e-06,0.445924047656648,5.93906775431982e-05,0.000300627764942442
17,24,"between","132","1","a c","3","a d",92,92,92,-1.23844305115274,-6.10089141596193,-10.9963663990024,0.218702570744709,2.46212686778195e-08,1.88171077127658e-18,6.20201122431972e-14
17,24,"between","133","1","a c","4","b d",92,92,92,0.825628700768496,-2.94837304621093,-8.59065726810459,0.411150599744848,0.00404901825178699,2.10122261415412e-13,3.15062170195442e-11
17,24,"between","134","2","b c","3","a d",92,92,92,3.66676275929537,-5.33537581666434,6.78637541993125,0.000410941699571469,6.80332944575817e-07,1.09728157298294e-09,7.43109665930264e-07
17,24,"between","135","2","b c","4","b d",92,92,92,5.7308345112166,-2.18285744691334,-4.38066628903347,1.25397590670712e-07,0.0315919429116153,3.13066011359397e-05,0.000660647637181331
17,24,"between","136","3","a d","4","b d",92,92,92,2.06407175192123,3.152518369751,2.40570913089778,0.0418267201050846,0.00218572968925739,0.0181415610944798,0.0229797647697574
18,32,"between","137","5","a","6","b",124,124,124,3.68480528900632,2.48755508656878,3.68480528900632,0.000340525578360689,0.014190533043844,0.000340525578360687,0.00408836328979029
18,32,"between","138","7","c","8","d",124,124,124,4.4609167501455,2.92599820049197,4.4609167501455,1.80732978974045e-05,0.00408483418851965,1.80732978974045e-05,0.00014717717039834
18,32,"between","139","1","a c","2","b c",124,124,124,-0.440823132294029,2.68163198603084,2.4071611310075,0.660108635303519,0.00832421358975327,0.0175510692763811,0.0140930579530839
18,32,"between","140","1","a c","3","a d",124,124,124,-0.863726625063911,2.99165808505048,3.12012183240514,0.389405719684538,0.00334837328845971,0.00224888336591489,0.00367460752483999
18,32,"between","141","1","a c","4","b d",124,124,124,-3.98532783017041,3.82796023959538,5.14507722658091,0.000114244011302155,0.000203883740157697,1.01561628470254e-06,3.54363094191798e-06
18,32,"between","142","2","b c","3","a d",124,124,124,-0.422903492769882,0.310026099019638,-0.712960701397641,0.673098177111064,0.75706154363362,0.477209630039994,0.450688002572544
18,32,"between","143","2","b c","4","b d",124,124,124,-3.54450469787638,1.14632825356454,2.73791609557341,0.000555567383324913,0.253866644664044,0.00709329077014359,0.00803248123387188
18,32,"between","144","3","a d","4","b d",124,124,124,-3.1216012051065,0.836302154544903,2.02495539417577,0.00223844312276574,0.404593652062725,0.0450193000784286,0.0471474966147202
19,32,"between","145","5","a","6","b",124,124,124,5.55276220732408,3.15912321788533,5.55276220732408,1.6309472506759e-07,0.00198820801489371,1.63094725067588e-07,2.93689668953547e-18
19,32,"between","146","7","c","8","d",124,124,124,5.0520494624919,2.7475244350947,5.0520494624919,1.52425366745239e-06,0.00690050648030848,1.52425366745239e-06,4.29052993791895e-05
19,32,"between","147","1","a c","2","b c",124,124,124,-1.09687781012865,4.11160229612326,13.0994808288079,0.274820383469926,7.09671856604079e-05,3.79132010315532e-25,5.54396276520419e-16
19,32,"between","148","1","a c","3","a d",124,124,124,0.0349602489284035,3.82055800568387,6.80602049996011,0.972167653628517,0.00020943260949025,3.81661701732781e-10,1.2458871456455e-10
19,32,"between","149","1","a c","4","b d",124,124,124,-8.01026703572035,4.17663060950179,17.4400220246833,7.11825302893112e-13,5.53217321889525e-05,3.63189711199633e-35,7.63931877095065e-18
19,32,"between","150","2","b c","3","a d",124,124,124,1.13183805905705,-0.291044290439383,6.29346032884777,0.259886590520561,0.771503701570257,4.8807644586756e-09,2.27431558765578e-07
19,32,"between","151","2","b c","4","b d",124,124,124,-6.9133892255917,0.0650283133785335,4.34054119587542,2.21379856057635e-10,0.948256177613918,2.91952058818248e-05,0.000104167993735335
19,32,"between","152","3","a d","4","b d",124,124,124,-8.04522728464875,0.356072603817916,10.6340015247232,5.90173755068888e-13,0.722391281729921,3.62942522339501e-19,2.31959620362394e-12
20,8,"between","153","5","a","6","b",28,28,28,-2.45458264978594,-2.78402393558894,-2.45458264978594,0.0205807499160127,0.00951395359652671,0.0205807499160127,0.32261573863689
20,8,"between","154","7","c","8","d",28,28,28,-2.45458264978594,-2.84713557414486,-2.45458264978594,0.0205807499160127,0.00816928816131858,0.0205807499160127,0.0210799191103207
20,8,"between","155","1","a c","2","b c",28,28,28,3.59133846615237,0.356178513597022,3.55769764943655,0.00124213153283294,0.724376718014192,0.00135636648605216,0.0147630147630148
20,8,"between","156","1","a c","3","a d",28,28,28,3.65604726734431,0.311551846002339,1.98676621981521,0.00104812522123491,0.757689116361532,0.0568130647628125,0.082983682983683
20,8,"between","157","1","a c","4","b d",28,28,28,2.07068163814191,-3.98183107527588,-4.06594017078463,0.0477216369609956,0.000441174934289016,0.000352022443335996,0.000155400155400155
20,8,"between","158","2","b c","3","a d",28,28,28,0.0647088011919348,-0.0446266675946831,1.57093142962133,0.948865641956694,0.964721636057869,0.127431746793468,0.160528360528361
20,8,"between","159","2","b c","4","b d",28,28,28,-1.52065682801046,-4.3380095888729,-7.62363782022118,0.139559456235408,0.000168776026859324,2.64185223486674e-08,0.000155400155400155
