"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
3,8,"between","22","2","b c","3","a d",28,28,28,0.357018080873512,1.38621386455559,-1.88335188844353,0.723755013009877,0.176622310888236,0.0700784802444118,0.0649572649572649
3,8,"between","23","2","b c","4","b d",28,28,28,0.561028412801233,-0.221212519414596,0.112438918713046,0.579240760800737,0.826532266940782,0.911277638380562,0.959129759129759
3,8,"between","24","3","a d","4","b d",28,28,28,0.204010331927721,-1.60742638397019,-1.77091296973048,0.839820996479141,0.119180585002818,0.0874621663451027,0.082983682983683
4,8,"between","25","5","a","6","b",28,28,28,0.966950404297281,0.85645641916205,0.966950404297281,0.341847171778491,0.399016036149422,0.341847171778491,0.30451841558165
4,8,"between","26","7","c","8","d",28,28,28,-0.620722674320336,-0.342805778224601,-0.620722674320336,0.539802343096409,0.734304899340247,0.539802343096409,0.564102006388863
4,8,"between","27","1","a c","2","b c",28,28,28,0.522275362068394,1.68561239900781,1.83697543050442,0.605586484253441,0.102984973353779,0.0768501458040532,0.082983682983683
4,8,"between","28","1","a c","3","a d",28,28,28,0.705071738792332,0.837605966815032,0.648344269589794,0.486589911325673,0.409345011899983,0.522044267748066,0.645376845376845
4,8,"between","29","1","a c","4","b d",28,28,28,-0.496161593964975,0.363205851367687,0.324172134794897,0.623652988287279,0.719178879629379,0.748216989610002,0.720901320901321
4,8,"between","30","2","b c","3","a d",28,28,28,0.182796376723938,-0.84800643219278,1.18863116091462,0.85627493976534,0.403625551735637,0.244568659919607,0.328205128205128
4,8,"between","31","2","b c","4","b d",28,28,28,-1.01843695603337,-1.32240654764013,-1.51280329570952,0.31719004732616,0.196733629456895,0.141535995199788,0.13038073038073
4,8,"between","32","3","a d","4","b d",28,28,28,-1.20123333275731,-0.474400115447346,-0.324172134794898,0.239723590560314,0.638893608443263,0.748216989610002,0.798445998445998
5,40,"between","33","5","a","6","b",156,156,156,0.169174729238383,0.910630464286512,0.169174729238383,0.865878372445236,0.363895027809571,0.865878372445236,0.906277374809729
5,40,"between","34","7","c","8","d",156,156,156,0.7539340806699,1.03652685746862,0.7539340806699,0.452025279437242,0.30156044629971,0.452025279437242,0.515625200497762
5,40,"between","35","1","a c","2","b c",156,156,156,-1.07074482877098,0.0679563532794144,-0.390706602654467,0.28593799585231,0.945907401494187,0.696547157729656,0.67715738784255
5,40,"between","36","1","a c","3","a d",156,156,156,-0.804259008157571,0.156978546625408,-0.0167788111569395,0.422471325965897,0.87546473898956,0.986634513864999,0.996182919867647
5,40,"between","37","1","a c","4","b d",156,156,156,-0.929099212408895,1.37684814625009,0.54171590306693,0.354273077420051,0.170531885900512,0.588787100474118,0.588582342376984
5,40,"between","38","2","b c","3","a d",156,156,156,0.266485820613405,0.0890221933459933,-0.373927791497527,0.790216990569929,0.92917845720461,0.708965761338568,0.67715738784255
5,40,"between","39","2","b c","4","b d",156,156,156,0.141645616362081,1.30889179297067,0.932422505721397,0.887542690227526,0.192495849245034,0.352559070725927,0.39648374581912
5,40,"between","40","3","a d","4","b d",156,156,156,-0.124840204251324,1.21986959962468,0.558494714223869,0.900810784413547,0.224355300009836,0.577307352381115,0.530547684046596
6,24,"between","41","5","a","6","b",92,92,92,1.08925552304697,1.36347053073459,1.08925552304697,0.278886232897652,0.176061495165633,0.278886232897652,0.432591347025658
6,24,"between","42","7","c","8","d",92,92,92,-0.884194745412437,-0.875655282509907,-0.884194745412437,0.378895994568021,0.383497964123704,0.378895994568021,0.458762333838216
6,24,"between","43","1","a c","2","b c",92,92,92,-2.04476333358572,-0.710438548364919,-1.03338643405423,0.0437352098801588,0.479229297959869,0.30413193977319,0.310444457705876
6,24,"between","44","1","a c","3","a d",92,92,92,-1.57168184252475,-2.29373959483995,-2.14058618482662,0.119457349188105,0.0240822103331818,0.0349520306696372,0.0355081424433434
6,24,"between","45","1","a c","4","b d",92,92,92,-0.315387660707308,0.344937469985874,0.031634278593497,0.753181625496403,0.730928721455628,0.974832234751146,0.95927643725843
6,24,"between","46","2","b c","3","a d",92,92,92,0.473081491060963,-1.58330104647503,1.10719975077239,0.637275566751948,0.11678460781186,0.271094078982245,0.222093193036212
6,24,"between","47","2","b c","4","b d",92,92,92,1.72937567287841,1.05537601835079,1.06502071264773,0.0870958384549292,0.294017026163243,0.289653749724299,0.246506703044604
6,24,"between","48","3","a d","4","b d",92,92,92,1.25629418181745,2.63867706482582,2.17222046342011,0.212190083282231,0.00977429712461093,0.0324098178166895,0.0507375437531646
7,24,"between","49","5","a","6","b",92,92,92,0.484424888687077,0.252138591780601,0.484424888687077,0.629235646761154,0.801496370290782,0.629235646761154,0.653671956053421
7,24,"between","50","7","c","8","d",92,92,92,1.39321286688959,0.911647504349849,1.39321286688959,0.166912550106312,0.364336916083819,0.166912550106312,0.186831238675776
7,24,"between","51","1","a c","2","b c",92,92,92,-0.311845043463437,0.0342103082067745,-0.0980839120625003,0.755863915826343,0.972783561255797,0.922079043759836,0.943010333587574
7,24,"between","52","1","a c","3","a d",92,92,92,-0.173815270127162,0.500553532537455,0.516231116118428,0.862392530550696,0.617880736827497,0.606931577037543,0.645619885743913
7,24,"between","53","1","a c","4","b d",92,92,92,0.342518326427055,0.822921040424461,1.25444161216778,0.732742162979226,0.41268084939977,0.212859245506747,0.206792440630272
7,24,"between","54","2","b c","3","a d",92,92,92,0.138029773336275,0.466343224330681,-0.614315028180928,0.890518547304437,0.642072189814432,0.540523409464126,0.602179893814338
7,24,"between","55","2","b c","4","b d",92,92,92,0.654363369890492,0.788710732217686,1.35252552423028,0.514510247844381,0.432308829763718,0.179522282410612,0.153095027379765
7,24,"between","56","3","a d","4","b d",92,92,92,0.516333596554217,0.322367507887005,0.738210496049351,0.606860295621967,0.747905717499721,0.462265496659254,0.546368677913132
8,32,"between","57","5","a","6","b",124,124,124,0.14661859383762,0.188547953437458,0.14661859383762,0.883671181012128,0.850755360470214,0.883671181012127,0.899504050947889
8,32,"between","58","7","c","8","d",124,124,124,-0.174925398950859,-0.409538044801386,-0.174925398950859,0.861423554317193,0.682851438884733,0.861423554317193,0.865656554001602
8,32,"between","59","1","a c","2","b c",124,124,124,0.240004387217069,0.996771520478634,0.379915923968656,0.810723161323411,0.320816573348534,0.70465774814192,0.71380807271844
8,32,"between","60","1","a c","3","a d",124,124,124,0.506675928569368,0.573860855391222,0.169962387038609,0.61328199451353,0.567101400132325,0.865316701115175,0.846699504837427
8,32,"between","61","1","a c","4","b d",124,124,124,0.146669347743764,-0.156263592178468,-0.0299933624185786,0.883631202459558,0.876079374397261,0.976120567792518,0.962782362583026
8,32,"between","62","2","b c","3","a d",124,124,124,0.266671541352299,-0.422910665087412,0.209953536930047,0.790165025027859,0.673092957932913,0.834048514552004,0.836269854935133
8,32,"between","63","2","b c","4","b d",124,124,124,-0.093335039473305,-1.1530351126571,-0.409909286387235,0.925788033692663,0.251113796917853,0.682579795767793,0.684165976845148
8,32,"between","64","3","a d","4","b d",124,124,124,-0.360006580825604,-0.73012444756969,-0.199955749457188,0.719454650313434,0.466691248526858,0.841842741629184,0.867636664376912
9,40,"between","65","5","a","6","b",156,156,156,1.91176021511777,1.23942407217377,1.91176021511777,0.0577402126877178,0.217049852980159,0.0577402126877178,0.0723763555189017
9,40,"between","66","7","c","8","d",156,156,156,-1.86778029062448,-1.75697433515347,-1.86778029062448,0.0636685343000323,0.0808840641627966,0.0636685343000323,0.0814836746714766
9,40,"between","67","1","a c","2","b c",156,156,156,-0.266037590950051,-0.0452241476592061,0.818156939682158,0.790561542581585,0.96398648547716,0.414515523360806,0.330608897137026
9,40,"between","68","1","a c","3","a d",156,156,156,-0.388271078683858,-2.16399778061687,-1.71690844357181,0.698344785502657,0.0319859966375219,0.0879805931423888,0.0651661715486471
9,40,"between","69","1","a c","4","b d",156,156,156,0.462569865345582,-0.365963300557824,0.0390761523430289,0.644317265980935,0.714888260535344,0.968879636951174,0.988549105096759
9,40,"between","70","2","b c","3","a d",156,156,156,-0.122233487733807,-2.11877363295766,2.53506538325397,0.902871427245958,0.0356933996409557,0.0122271872057713,0.018546298867082
9,40,"between","71","2","b c","4","b d",156,156,156,0.728607456295633,-0.320739152898618,-0.779080787339129,0.467334172809917,0.748837328150835,0.437112361932337,0.463744828973965
9,40,"between","72","3","a d","4","b d",156,156,156,0.85084094402944,1.79803448005905,1.75598459591484,0.396161801412065,0.0741053194609469,0.0810535385108603,0.0858968671446974
10,8,"between","73","5","a","6","b",28,28,28,0.14437113963924,-0.0725003093371547,0.144371139639241,0.886241545013811,0.942719179703947,0.886241545013811,0.696258329106361
10,8,"between","74","7","c","8","d",28,28,28,-1.29357411221905,-1.54916945092407,-1.29357411221905,0.206382608112231,0.132571110399952,0.206382608112231,0.20987132187094
10,8,"between","75","1","a c","2","b c",28,28,28,-0.93422349408248,-1.09918283635701,-0.875621503524794,0.358175909780157,0.281049918065818,0.388685800985171,0.382284382284382
10,8,"between","76","1","a c","3","a d",28,28,28,-0.613918296111344,-2.14334559994204,-2.10696424285653,0.544225397990545,0.0409159150400005,0.0442070156077029,0.082983682983683
10,8,"between","77","1","a c","4","b d",28,28,28,0.693994595604125,-1.14669368432587,-0.629352955658445,0.493403647639541,0.261213178743632,0.53421980666853,0.505361305361305
10,8,"between","78","2","b c","3","a d",28,28,28,0.320305197971136,-1.04416276358503,1.23134273933174,0.751115133270821,0.305341547035154,0.228437205417185,0.160528360528361
10,8,"between","79","2","b c","4","b d",28,28,28,1.6282180896866,-0.0475108479688596,0.246268547866349,0.11468043364885,0.962443350182434,0.807270817706081,0.720901320901321
10,8,"between","80","3","a d","4","b d",28,28,28,1.30791289171547,0.996651915616166,1.47761128719809,0.201539639002059,0.327469141101502,0.150672868936268,0.194871794871795
11,40,"between","81","5","a","6","b",156,156,156,0.395879644695459,0.472810788815132,0.395879644695459,0.69273471880352,0.637009019396613,0.692734718803519,0.807229117045171
11,40,"between","82","7","c","8","d",156,156,156,0.568902933924779,0.588364423037271,0.568902933924779,0.570240148791894,0.557138577294798,0.570240148791894,0.579202187877769
11,40,"between","83","1","a c","2","b c",156,156,156,-0.77153620945578,0.046497760124112,-0.41009226109809,0.441556283980603,0.962972990225271,0.682300901004548,0.66319887137139
11,40,"between","84","1","a c","3","a d",156,156,156,-0.673297126885323,0.128206518473336,-0.191856028583902,0.501754538758411,0.898150670106124,0.848104485051389,0.770384604172027
11,40,"between","85","1","a c","4","b d",156,156,156,-0.280340796603497,0.750364188327905,0.563577083965212,0.779587469899287,0.454165649747357,0.573851209880035,0.487486581573053
11,40,"between","86","2","b c","3","a d",156,156,156,0.0982390825704564,0.0817087583492243,-0.218236232514188,0.921868562804903,0.934983053289025,0.827530278456776,0.770384604172027
11,40,"between","87","2","b c","4","b d",156,156,156,0.491195412852282,0.703866428203793,0.973669345063302,0.623978571187736,0.482565257472629,0.331728098858415,0.391154645440551
11,40,"between","88","3","a d","4","b d",156,156,156,0.392956330281826,0.622157669854569,0.755433112549113,0.69488819088779,0.53474646926217,0.451128236623685,0.469619870650834
12,24,"between","89","5","a","6","b",92,92,92,-0.505663790861718,-0.332908021540523,-0.505663790861718,0.614302102271005,0.739961149693959,0.614302102271004,0.60698880042452
12,24,"between","90","7","c","8","d",92,92,92,-0.643460528074056,-0.344887662949897,-0.643460528074056,0.521526054305784,0.730966042506144,0.521526054305784,0.499616438164814
12,24,"between","91","1","a c","2","b c",92,92,92,-0.649997557916486,-0.628492022751292,-0.867451579078318,0.517313581150225,0.531238917781291,0.387951603956967,0.455184044167307
12,24,"between","92","1","a c","3","a d",92,92,92,-0.757477469068031,-0.636962908428044,-0.98037426984591,0.450699632909993,0.525730839491695,0.329472486343561,0.340867860214887
12,24,"between","93","1","a c","4","b d",92,92,92,-0.353148279497933,-0.479273924762154,-0.841787331176593,0.724785166874784,0.632881064232636,0.402089859311308,0.340867860214887
12,24,"between","94","2","b c","3","a d",92,92,92,-0.107479911151545,-0.00847088567675178,0.112922690767592,0.914642304851204,0.99325963357062,0.910337885690429,1
12,24,"between","95","2","b c","4","b d",92,92,92,0.296849278418553,0.149218097989139,0.0256642479017249,0.767250742462464,0.881708153956691,0.979580726442611,0.99185195319931
12,24,"between","96","3","a d","4","b d",92,92,92,0.404329189570098,0.157688983665891,0.138586938669317,0.686909100341433,0.875047464633951,0.890079465489786,0.798446530473077
13,8,"between","97","5","a","6","b",28,28,28,-0.433274712441206,-0.191939385274034,-0.433274712441206,0.668134850519475,0.84917490895908,0.668134850519475,0.896533177533874
13,8,"between","98","7","c","8","d",28,28,28,-2.08442500133895,-2.02437787419592,-2.08442500133895,0.0463622040367273,0.0525651198311892,0.0463622040367273,0.0670847937661051
13,8,"between","99","1","a c","2","b c",28,28,28,0.204600426026026,0.454994169388188,0.242787636352278,0.839364324961819,0.652621784343093,0.809939657768656,1
13,8,"between","100","1","a c","3","a d",28,28,28,0.664951384584587,-0.840735512235706,-0.971150545409118,0.511521767040823,0.407618676059606,0.339788463760587,0.505361305361305
13,8,"between","101","1","a c","4","b d",28,28,28,0.0511501065065063,-1.56717296343199,-1.42974941407453,0.959569073036644,0.128307505110719,0.163852976398317,0.194871794871795
13,8,"between","102","2","b c","3","a d",28,28,28,0.460350958558561,-1.29572968162389,1.2139381817614,0.648819595214459,0.205648917751581,0.234911628246782,0.13038073038073
13,8,"between","103","2","b c","4","b d",28,28,28,-0.15345031951952,-2.02216713282018,-1.67253705042681,0.879143753074683,0.0528068436050875,0.105557647654806,0.160528360528361
13,8,"between","104","3","a d","4","b d",28,28,28,-0.613801278078081,-0.726437451196281,-0.458598868665416,0.544301629169152,0.473600194365829,0.650062153919224,0.573737373737374
14,24,"between","105","5","a","6","b",92,92,92,-1.15490281763672,-0.548840755397544,-1.15490281763672,0.251121130803431,0.584444302863924,0.251121130803431,0.261988846130098
14,24,"between","106","7","c","8","d",92,92,92,-1.06785302451498,-0.937555271404291,-1.06785302451498,0.28838086739989,0.350927786181849,0.28838086739989,0.308181375104525
14,24,"between","107","1","a c","2","b c",92,92,92,-0.0306605344159717,-0.105004038586247,-0.475483047925394,0.975606681991708,0.91660119735983,0.635569735114242,0.616516480356682
14,24,"between","108","1","a c","3","a d",92,92,92,0.301495255090399,-0.379866708800265,-0.403126931936746,0.763717289277893,0.704919864493672,0.687790169884115,0.736023489685306
14,24,"between","109","1","a c","4","b d",92,92,92,-0.33215578950637,-1.05104071008032,-1.51947843576159,0.740527198318226,0.29599284845652,0.132071427279287,0.130510373356381
14,24,"between","110","2","b c","3","a d",92,92,92,0.33215578950637,-0.274862670214018,-0.0723561159886471,0.740527198318226,0.784038059239693,0.942475579254324,0.975559196195001
14,24,"between","111","2","b c","4","b d",92,92,92,-0.301495255090398,-0.946036671494072,-1.04399538783619,0.763717289277894,0.346608010338703,0.299222990913526,0.300706829728931
14,24,"between","112","3","a d","4","b d",92,92,92,-0.633651044596769,-0.671174001280054,-1.11635150382484,0.527880795347115,0.503791372909106,0.267178915576175,0.281836840523597
15,16,"between","113","5","a","6","b",60,60,60,-0.0656070438103862,0.0315955018099358,-0.0656070438103856,0.947908794701894,0.974899499248173,0.947908794701894,0.878140619347458
15,16,"between","114","7","c","8","d",60,60,60,-0.737909626993563,-0.445411692092609,-0.737909626993563,0.463445723411459,0.657625227763964,0.463445723411459,0.491854111327257
15,16,"between","115","1","a c","2","b c",60,60,60,-1.54227483724197,-1.39099906773646,-1.51737073584519,0.128264931445797,0.169362788711157,0.134424726106217,0.18350676188255
15,16,"between","116","1","a c","3","a d",60,60,60,-1.61890961176331,-1.72829408921972,-1.90151522593258,0.110711874125489,0.0890791297595998,0.0620394184961099,0.0795675234056463
15,16,"between","117","1","a c","4","b d",60,60,60,-0.325697791715695,-0.292612234313661,-0.614631184139825,0.745786181132693,0.770828099161205,0.541122228692333,0.423019989056705
15,16,"between","118","2","b c","3","a d",60,60,60,-0.0766347745213396,-0.337295021483256,0.384144490087391,0.93916906739201,0.737071633182628,0.70222942126303,0.668930879611627
15,16,"between","119","2","b c","4","b d",60,60,60,1.21657704552627,1.0983868334228,0.902739551705368,0.228529329599704,0.276423805473006,0.370274103255822,0.287088207951685
15,16,"between","120","3","a d","4","b d",60,60,60,1.29321182004761,1.43568185490606,1.28688404179276,0.200894886788874,0.156285988364149,0.203077520177627,0.20987132187094
16,16,"between","121","5","a","6","b",60,60,60,0.632376855779728,0.334977268345122,0.632376855779729,0.529543205503399,0.738810543929002,0.529543205503399,0.534928151385112
16,16,"between","122","7","c","8","d",60,60,60,-1.56566520022813,-0.987489304195897,-1.56566520022813,0.122686418304911,0.327368405871326,0.122686418304911,0.118246767009192
16,16,"between","123","1","a c","2","b c",60,60,60,-0.0744737789172034,-0.323998086276631,0.0475452175895873,0.940881148004781,0.747066234372069,0.962236598974119,0.838059800952748
16,16,"between","124","1","a c","3","a d",60,60,60,-0.623717898431582,-1.25912316761292,-1.51193791934887,0.535176993581131,0.212862469311195,0.135799154095608,0.0938124199992617
16,16,"between","125","1","a c","4","b d",60,60,60,0.0279276670939516,-0.461395685355922,-0.66563304625422,0.977812526527413,0.646183127640691,0.508196630821656,0.539149690110503
16,16,"between","126","2","b c","3","a d",60,60,60,-0.549244119514378,-0.935125081336286,1.55948313693846,0.584876375668749,0.353472308476437,0.124141583811938,0.20987132187094
16,16,"between","127","2","b c","4","b d",60,60,60,0.102401446011155,-0.137397599079292,-0.713178263843807,0.918779509724973,0.891176567747816,0.478500209511789,0.445036228847858
16,16,"between","128","3","a d","4","b d",60,60,60,0.651645565525533,0.797727482256995,0.846304873094649,0.517118235327099,0.428174568807034,0.400745471057788,0.380896465446161
17,8,"between","129","5","a","6","b",28,28,28,2.45336779410708,2.41994082294854,2.45336779410708,0.0206377483409635,0.022264084866942,0.0206377483409635,0.0259982495852177
17,8,"between","130","7","c","8","d",28,28,28,-0.654777412070146,-0.2519967022388,-0.654777412070146,0.517954257542508,0.802884159389856,0.517954257542508,0.615563482282295
17,8,"between","131","1","a c","2","b c",28,28,28,0.363614461393718,1.98385581893965,2.18836357068659,0.718877065258901,0.057153993711183,0.037147505917449,0.0649572649572649
17,8,"between","132","1","a c","3","a d",28,28,28,0.701256461259313,0.0945106759728803,0.140279716069652,0.488930682419089,0.925376610452684,0.889443264616049,0.798445998445998
17,8,"between","133","1","a c","4","b d",28,28,28,-0.441531845978087,1.53296798898736,1.26251744462688,0.662219109020201,0.136506171134691,0.217176795296832,0.278632478632479
17,8,"between","134","2","b c","3","a d",28,28,28,0.337641999865596,-1.88934514296677,2.04808385461693,0.738151269672797,0.0692421658395431,0.0500337637291696,0.0498834498834499
17,8,"between","135","2","b c","4","b d",28,28,28,-0.805146307371805,-0.450887829952285,-0.92584612605971,0.427519772736074,0.655542881988937,0.362437603728347,0.382284382284382
17,8,"between","136","3","a d","4","b d",28,28,28,-1.1427883072374,1.43845731301448,1.12223772855722,0.262804271938887,0.161389032957839,0.271293043219522,0.278632478632479
18,32,"between","137","5","a","6","b",124,124,124,2.47011375948386,2.56048146248157,2.47011375948387,0.0148664401163823,0.0116522424552223,0.0148664401163823,0.0147853558528697
18,32,"between","138","7","c","8","d",124,124,124,-0.103695894038606,-0.110001781879788,-0.103695894038606,0.917578211995474,0.912585793017683,0.917578211995474,0.895733017965424
18,32,"between","139","1","a c","2","b c",124,124,124,-0.366507552853761,1.85845019536611,1.61697993761874,0.714611002338867,0.0654763328544248,0.108423827777989,0.118246767009192
18,32,"between","140","1","a c","3","a d",124,124,124,-0.0899609447913783,-0.0298666157668593,-0.225149105238053,0.928463398398995,0.976221447748226,0.822233908543261,0.888665767809771
18,32,"between","141","1","a c","4","b d",124,124,124,-0.249891513309383,1.73275079931336,1.65109343841239,0.803084763777191,0.0856261645784284,0.101249949334961,0.118246767009192
18,32,"between","142","2","b c","3","a d",124,124,124,0.276546608062383,-1.88831681113297,1.8421290428568,0.782588689312615,0.061319884563445,0.0678453660366558,0.064592312496745
18,32,"between","143","2","b c","4","b d",124,124,124,0.116616039544378,-0.125699396052744,0.0341135007936441,0.907352988302225,0.900173453700313,0.972841494909037,0.962782362583026
18,32,"between","144","3","a d","4","b d",124,124,124,-0.159930568518005,1.76261741508022,1.87624254365044,0.873195996269363,0.08042881868644,0.0629728083059382,0.0607366269211497
19,8,"between","145","5","a","6","b",28,28,28,-0.541997301032224,-0.659572136998852,-0.541997301032224,0.592107960378621,0.514917307833753,0.592107960378621,0.615563482282295
19,8,"between","146","7","c","8","d",28,28,28,-0.649972595979161,-0.9281169731784,-0.649972595979161,0.521007371276254,0.361279093853606,0.521007371276254,0.514748002342915
19,8,"between","147","1","a c","2","b c",28,28,28,0.960425917004583,0.508556184933789,0.472936189198134,0.345061815928568,0.615047208161961,0.639924763669055,0.645376845376845
19,8,"between","148","1","a c","3","a d",28,28,28,0.986383374220924,0.3186663102186,0.367839258265215,0.33239250437582,0.752344547130966,0.715759192855137,0.720901320901321
19,8,"between","149","1","a c","4","b d",28,28,28,0.337446943812421,-1.12266573622237,-0.840775447463353,0.738296698375173,0.27111425019658,0.407596676387622,0.382284382284382
19,8,"between","150","2","b c","3","a d",28,28,28,0.0259574572163408,-0.189889874715189,0.105096930932919,0.979475390995814,0.850765363774084,0.917048169368462,1
19,8,"between","151","2","b c","4","b d",28,28,28,-0.622978973192162,-1.63122192115616,-1.31371163666149,0.538339878168671,0.114042084071346,0.199606082712016,0.194871794871795
19,8,"between","152","3","a d","4","b d",28,28,28,-0.648936430408503,-1.44133204644097,-1.20861470572857,0.521667058264208,0.160582118700214,0.236919050180455,0.328205128205128
20,32,"between","153","5","a","6","b",124,124,124,-0.10833537795433,-0.199355067182031,-0.10833537795433,0.913904766455294,0.842311538710703,0.913904766455293,0.907052843190087
20,32,"between","154","7","c","8","d",124,124,124,-0.542443194290662,-0.462529530480405,-0.542443194290662,0.588486799822783,0.64451223584106,0.588486799822783,0.635374946721575
20,32,"between","155","1","a c","2","b c",124,124,124,-0.0133205631724881,-0.378431935261397,-0.153319623105488,0.989393450649362,0.705756859295518,0.87839545233708,0.867636664376912
20,32,"between","156","1","a c","3","a d",124,124,124,-0.0932439422074116,-0.564524382894807,-0.40329726947313,0.925860254914099,0.573417077827086,0.687424109084998,0.664664500640755
20,32,"between","157","1","a c","4","b d",124,124,124,0.079923379034922,-0.468023087370038,-0.416629410612738,0.936427040113653,0.640589659418469,0.677669803366586,0.723786834628579
20,32,"between","158","2","b c","3","a d",124,124,124,-0.0799233790349235,-0.18609244763341,0.249977646367642,0.936427040113652,0.852676352341052,0.803018303247947,0.764151231029726
20,32,"between","159","2","b c","4","b d",124,124,124,0.0932439422074101,-0.0895911521086413,-0.26330978750725,0.925860254914101,0.928756662282439,0.79274885235928,0.82586850608045
20,32,"between","160","3","a d","4","b d",124,124,124,0.173167321242334,0.0965012955247687,-0.0133321411396072,0.862802262645262,0.923278238724498,0.989384232199147,0.9203502627149
21,40,"between","161","5","a","6","b",156,156,156,-0.753503855114078,-0.94931563224753,-0.753503855114078,0.452282920660458,0.343928451757986,0.452282920660458,0.354172779193567
21,40,"between","162","7","c","8","d",156,156,156,0.460346309097272,0.936414358883034,0.460346309097272,0.645908695264432,0.350507267190877,0.645908695264432,0.593289823526285
21,40,"between","163","1","a c","2","b c",156,156,156,-0.299980248104705,-0.89137603160242,-1.23812983036866,0.764591571787161,0.374100239360945,0.217527970779843,0.165254493041426
21,40,"between","164","1","a c","3","a d",156,156,156,-1.05593047332856,0.44203643261285,-0.206755660993602,0.292632511520362,0.659075028403352,0.836470302645047,0.82953375172996
21,40,"between","165","1","a c","4","b d",156,156,156,-0.227984988559576,-0.00912257788197666,-0.276475593189119,0.819956460594949,0.992732992659123,0.782548761486223,0.919974140428166
21,40,"between","166","2","b c","3","a d",156,156,156,-0.755950225223855,1.33341246421527,-1.03137416937506,0.450819024885837,0.184340264426589,0.30396173687243,0.307255144148607
