"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
18,0,0,32,1,"B",1,"a c",0,1,0.364109674219956,2.02030862742949,2,"b c",0,1,-0.42942016460632,1.68409450554599,3,"a d",0,1,0.376862262831078,1.3394524888273,4,"b d",0,1,-0.37574844300786,1.71937974920771,5,"a",0.370485968525517,1.70038174786098,6,"b",-0.40258430380709,1.68848463221221,7,"c",-0.0326552451931821,1.88783697736487,8,"d",0.000556909911609041,1.57523067818825
19,0,0,8,1,"B",1,"a c",0,1,-0.362789295188099,0.692963617947917,2,"b c",0,1,-0.730833380865902,1.22416874567313,3,"a d",0,1,-0.593409341222921,2.05071356000512,4,"b d",0,1,0.449688257245079,1.48180402269758,5,"a",-0.47809931820551,1.48351194106981,6,"b",-0.140572561810411,1.44763833672071,7,"c",-0.546811338027001,0.979569281258737,8,"d",-0.071860541988921,1.81034794570584
20,0,0,32,1,"B",1,"a c",0,1,-0.29892982745787,1.26265973128192,2,"b c",0,1,-0.164601554488154,1.19035614992985,3,"a d",0,1,-0.0985461432659576,1.37552311207612,4,"b d",0,1,-0.132800261799132,1.77777110502158,5,"a",-0.198737985361914,1.31366465623024,6,"b",-0.148700908143643,1.50087876368541,7,"c",-0.231765690973012,1.21914414124739,8,"d",-0.115673202532545,1.57685303166684
21,0,0,40,1,"B",1,"a c",0,1,-0.181052145408872,1.18765118834572,2,"b c",0,1,0.121217691859459,1.03433386395367,3,"a d",0,1,-0.330948794876058,1.93301945465277,4,"b d",0,1,-0.177958636009819,1.72697303554414,5,"a",-0.256000470142465,1.59582319871495,6,"b",-0.0283704720751802,1.42237608034132,7,"c",-0.0299172267747067,1.11696613671661,8,"d",-0.254453715442939,1.82288241216945
22,0,0,16,1,"B",1,"a c",0,1,-0.290800594696192,1.574958876446,2,"b c",0,1,-0.174929419525154,1.0214762249591,3,"a d",0,1,-0.0992621568240555,1.39230655810209,4,"b d",0,1,-0.116051524625134,0.957209244952116,5,"a",-0.195031375760124,1.4655032274418,6,"b",-0.145490472075144,0.974227255460419,7,"c",-0.232865007110673,1.30712743589405,8,"d",-0.107656840724595,1.17533470069384
23,0,0,40,1,"B",1,"a c",0,1,-0.233851238248349,1.04329860984953,2,"b c",0,1,0.062790988343576,1.35662779381397,3,"a d",0,1,0.304636628823636,1.56936258956044,4,"b d",0,1,-0.0419331650839131,1.48834535263828,5,"a",0.0353926952876436,1.35152445481878,6,"b",0.0104289116298315,1.41594968127936,7,"c",-0.0855301249523866,1.21169125272341,8,"d",0.131351731869862,1.52965196117594
24,0,0,32,1,"B",1,"a c",0,1,0.273883848141908,1.31518044550858,2,"b c",0,1,0.225976959636104,1.07509547459292,3,"a d",0,1,0.206526934827826,1.60176259812781,4,"b d",0,1,0.130246508193261,1.14569944856232,5,"a",0.240205391484867,1.45421240908068,6,"b",0.178111733914683,1.10316148707082,7,"c",0.249930403889006,1.19182498126105,8,"d",0.168386721510544,1.38196713556881
25,0,0,8,1,"B",1,"a c",0,1,-0.472730360833682,0.576181416215771,2,"b c",0,1,-0.567917279127824,2.28094440403189,3,"a d",0,1,0.16360138024962,0.774994335840573,4,"b d",0,1,-0.528886539362155,1.40213165189795,5,"a",-0.154564490292031,0.737015651289356,6,"b",-0.548401909244989,1.82915021069632,7,"c",-0.520323819980753,1.60787829117328,8,"d",-0.182642579556268,1.15135525372222
26,0,0,32,1,"B",1,"a c",0,1,0.44433283894376,1.13349840559048,2,"b c",0,1,-0.0352593668697754,1.20558993169455,3,"a d",0,1,-0.356333677140588,1.25845479720729,4,"b d",0,1,-0.0247744532788169,0.884563779748781,5,"a",0.043999580901586,1.25471435055924,6,"b",-0.0300169100742962,1.04891980728972,7,"c",0.204536736036992,1.1856709052985,8,"d",-0.190554065209703,1.09188865479511
27,0,0,32,1,"B",1,"a c",0,1,0.00483752256154733,1.07376894195386,2,"b c",0,1,0.0529314309146203,1.59394733294504,3,"a d",0,1,-0.0284743938040619,1.20959686893962,4,"b d",0,1,0.166717509696421,1.50440079563209,5,"a",-0.0118184356212573,1.13471196994223,6,"b",0.109824470305521,1.53854054645657,7,"c",0.0288844767380838,1.34836815807908,8,"d",0.0691215579461796,1.35767269697918
28,0,0,40,1,"B",1,"a c",0,1,-0.180477308541333,1.00008811713944,2,"b c",0,1,-0.0172831806176378,1.45845681463001,3,"a d",0,1,0.104536249087389,1.49374345387044,4,"b d",0,1,-0.0569571497856138,1.82552182383265,5,"a",-0.0379705297269719,1.27115535373793,6,"b",-0.0371201652016258,1.64184560647408,7,"c",-0.0988802445794853,1.24522518340228,8,"d",0.0237895496508876,1.65930357639798
29,0,0,16,1,"B",1,"a c",0,1,-0.8168941870996,1.69409843541143,2,"b c",0,1,-0.332294016946842,1.5738408096483,3,"a d",0,1,-0.590877337002162,1.40805980992682,4,"b d",0,1,0.428961595116485,2.18562861164158,5,"a",-0.703885762050881,1.53662489378447,6,"b",0.0483337890848215,1.91298863196877,7,"c",-0.574594102023221,1.62721674750283,8,"d",-0.0809578709428384,1.88127139940743
30,0,0,16,1,"B",1,"a c",0,1,0.200945760568491,1.19395698790198,2,"b c",0,1,-0.0509976855121227,0.953437113153613,3,"a d",0,1,-0.221541621110848,1.76772683090935,4,"b d",0,1,-0.218173816286165,0.776040690575888,5,"a",-0.0102979302711785,1.49928839321147,6,"b",-0.134585750899144,0.859347184751076,7,"c",0.0749740375281839,1.0705204984502,8,"d",-0.219857718698506,1.3429211091698
31,0,0,32,1,"B",1,"a c",0,1,-0.156646087735771,1.53132692402401,2,"b c",0,1,0.181537949450341,1.00908878012524,3,"a d",0,1,-0.572501977219271,1.98880022861537,4,"b d",0,1,-0.227734389194241,1.44555466224661,5,"a",-0.364574032477521,1.77315037257971,6,"b",-0.0230982198719498,1.25372209924243,7,"c",0.0124459308572853,1.29767672029547,8,"d",-0.400118183206756,1.73340397563662
32,0,0,40,1,"B",1,"a c",0,1,0.00847515968344575,1.07416538619592,2,"b c",0,1,0.0136992601075707,1.47820971741446,3,"a d",0,1,0.0327299737742313,1.63046891983671,4,"b d",0,1,0.318219684924629,1.58588529769556,5,"a",0.0206025667288385,1.37191500992837,6,"b",0.1659594725161,1.53094644128564,7,"c",0.0110872098955082,1.28387773187198,8,"d",0.17547482934943,1.60456259849831
33,0,0,32,1,"B",1,"a c",0,1,0.199330587486143,0.97372881284684,2,"b c",0,1,0.197548295652931,1.53078468882324,3,"a d",0,1,-0.270000699045437,2.12243686988104,4,"b d",0,1,-0.207930797522141,1.12997935526702,5,"a",-0.0353350557796467,1.65502514151447,6,"b",-0.00519125093460523,1.35022291535749,7,"c",0.198439441569537,1.27263622980294,8,"d",-0.238965748283789,1.6869761746493
34,0,0,32,1,"B",1,"a c",0,1,0.0482640524231107,0.976806170871242,2,"b c",0,1,-0.373199806084183,1.31220689124367,3,"a d",0,1,0.0089713023499257,1.03154541252404,4,"b d",0,1,0.225200187824152,1.23451732824668,5,"a",0.0286176773865182,0.996740927026681,6,"b",-0.0739998091300156,1.2992845380267,7,"c",-0.162467876830536,1.16700173686104,8,"d",0.117085745087039,1.13375179264608
35,0,0,40,1,"B",1,"a c",0,1,0.00312787203213661,1.65829099614906,2,"b c",0,1,0.443054242924801,1.55026295064327,3,"a d",0,1,0.376962075619866,1.11319634143245,4,"b d",0,1,0.365504141708211,1.42645454738384,5,"a",0.190044973826001,1.41587433296179,6,"b",0.404279192316506,1.48070161374858,7,"c",0.223091057478469,1.61028038188314,8,"d",0.371233108664039,1.27133834508944
36,0,0,40,1,"B",1,"a c",0,1,-0.0263741487540442,1.94007357977161,2,"b c",0,1,-0.0709927789418502,1.18032434669067,3,"a d",0,1,0.263438448016356,1.40363402921158,4,"b d",0,1,0.214107159465243,1.86273328200197,5,"a",0.118532149631156,1.68878921557814,6,"b",0.0715571902616965,1.55604306823132,7,"c",-0.0486834638479472,1.59574119803592,8,"d",0.2387728037408,1.63895327227088
37,0,0,16,1,"B",1,"a c",0,1,-0.555947082693497,0.943093914380612,2,"b c",0,1,-0.1248905967864,1.27816392584076,3,"a d",0,1,0.363979341923965,1.83119832605331,4,"b d",0,1,-0.203238820928806,0.905072973591046,5,"a",-0.095983870384766,1.50708882611593,6,"b",-0.164064708857603,1.09016141430604,7,"c",-0.340418839739949,1.12641903109892,8,"d",0.0803702604975797,1.4498115284313
38,0,0,40,1,"B",1,"a c",0,1,-0.437460334758745,1.54620098655664,2,"b c",0,1,-0.0334608001108521,1.13303174790402,3,"a d",0,1,-0.0299289538302101,2.03740292690961,4,"b d",0,1,0.187102219409232,1.45971226082856,5,"a",-0.233694644294478,1.80873343841417,6,"b",0.0768207096491899,1.30306004569522,7,"c",-0.235460567434799,1.36209886140403,8,"d",0.0785866327895109,1.76438429348233
39,0,0,32,1,"B",1,"a c",0,1,0.0713203855759065,1.01866447218379,2,"b c",0,1,0.611559481821873,1.54292741026667,3,"a d",0,1,0.0970040001772638,1.48926960534331,4,"b d",0,1,0.149836837312436,1.75772826914674,5,"a",0.0841621928765852,1.26575276280089,6,"b",0.380698159567155,1.65705920574194,7,"c",0.34143993369889,1.3251960250642,8,"d",0.12342041874485,1.61627718593197
40,0,0,24,1,"B",1,"a c",0,1,-0.0978704118387063,1.7369024080662,2,"b c",0,1,-0.0348498261171234,1.01903853739238,3,"a d",0,1,0.116618077054491,1.23762266389337,4,"b d",0,1,-0.511670344432369,1.64810040760575,5,"a",0.00937383260789236,1.49587005856317,6,"b",-0.273260085274746,1.37675077742643,7,"c",-0.0663601189779149,1.40908041534675,8,"d",-0.197526133688939,1.4763359385096
41,0,0,16,1,"B",1,"a c",0,1,0.28694617903897,1.2293099088832,2,"b c",0,1,0.140738868187089,1.32313902262744,3,"a d",0,1,0.276841826048961,1.05610434533647,4,"b d",0,1,0.884091355499184,2.39226221231931,5,"a",0.281894002543966,1.12736068287909,6,"b",0.512415111843136,1.9387792455189,7,"c",0.213842523613029,1.25851305632482,8,"d",0.580466590774073,1.84499444128092
42,0,0,40,1,"B",1,"a c",0,1,0.172886850539405,1.41299403942389,2,"b c",0,1,-0.140929081927954,1.14755640927871,3,"a d",0,1,-0.350941255025188,1.15986336110059,4,"b d",0,1,0.0597079132410299,1.76420648563936,5,"a",-0.0890272022428916,1.31119565392348,6,"b",-0.0406105843434619,1.48216486936374,7,"c",0.0159788843057256,1.28867356807053,8,"d",-0.145616670892079,1.49777577230152
43,0,0,32,1,"B",1,"a c",0,1,-0.422304958697906,1.2391951804542,2,"b c",0,1,-0.075211270975806,1.12475633470019,3,"a d",0,1,0.459078967604883,1.45136720037526,4,"b d",0,1,0.178362585130438,1.44093321083027,5,"a",0.0183870044534884,1.41046888985057,6,"b",0.0515756570773161,1.28860155807111,7,"c",-0.248758114836856,1.1868907706251,8,"d",0.318720776367661,1.44159435722097
44,0,0,32,1,"B",1,"a c",0,1,-0.00230121310252112,0.965780611754087,2,"b c",0,1,-0.437690924297297,1.32554842756345,3,"a d",0,1,-0.120777123367763,1.0952540173078,4,"b d",0,1,0.298492542253374,1.52178087108948,5,"a",-0.0615391682351422,1.02605969060833,6,"b",-0.0695991910219612,1.46347717483236,7,"c",-0.219996068699909,1.17119639515398,8,"d",0.0888577094428056,1.33208240535581
45,0,0,8,1,"B",1,"a c",0,1,-0.86068124413413,1.38242288420617,2,"b c",0,1,-0.412295680355696,2.25064533349288,3,"a d",0,1,0.627286084542417,1.77420380553013,4,"b d",0,1,0.341333080398304,1.32391288932429,5,"a",-0.116697579795856,1.71791408991984,6,"b",-0.0354812999786963,1.82572129172716,7,"c",-0.636488462244913,1.81915146136637,8,"d",0.484309582470361,1.51944919530845
46,0,0,24,1,"B",1,"a c",0,1,-0.0970628208765469,1.92829134752638,2,"b c",0,1,0.178436552743064,1.53687208835153,3,"a d",0,1,0.14140229669958,1.33037583847404,4,"b d",0,1,-0.0231632211750028,1.39555528010352,5,"a",0.0221697379115166,1.64323990670249,6,"b",0.0776366657840303,1.45578353406839,7,"c",0.0406868659332583,1.73055959223536,8,"d",0.0591195377622887,1.35133419633565
47,0,0,32,1,"B",1,"a c",0,1,-0.152093499278887,1.01375365235881,2,"b c",0,1,0.00736933053724295,1.32758045147255,3,"a d",0,1,0.109882993834132,1.67404418866203,4,"b d",0,1,0.388517054620923,1.65065673368986,5,"a",-0.0211052527223776,1.37916376629408,6,"b",0.197943192579083,1.49828282735485,7,"c",-0.072362084370822,1.17447732591368,8,"d",0.249200024227527,1.65511247676788
48,0,0,40,1,"B",1,"a c",0,1,0.161125943962932,1.42366995994552,2,"b c",0,1,0.330484352224865,1.39876356114103,3,"a d",0,1,-0.113865142131391,1.09357862369907,4,"b d",0,1,-0.0784308629160451,1.44661434199753,5,"a",0.0236304009157701,1.26890596767889,6,"b",0.12602674465441,1.42874780390977,7,"c",0.245805148093898,1.40489783378821,8,"d",-0.0961480025237182,1.27428706763978
49,0,0,32,1,"B",1,"a c",0,1,0.0169203822205733,0.971758235747463,2,"b c",0,1,-0.270783058932042,1.31947715513253,3,"a d",0,1,-0.357184250822459,2.18515988722534,4,"b d",0,1,0.0829572770557662,1.22710160121165,5,"a",-0.170131934300943,1.68812679256258,6,"b",-0.093912890938138,1.2764836558238,7,"c",-0.126931338355734,1.15860978066193,8,"d",-0.137113486883346,1.77192101510917
50,0,0,32,1,"B",1,"a c",0,1,-0.256620491435606,1.5520649207862,2,"b c",0,1,-0.221575596858812,0.902550393980895,3,"a d",0,1,-0.135913349793424,1.38950382861902,4,"b d",0,1,-0.141704476017093,1.37369260604041,5,"a",-0.196266920614515,1.46255669853593,6,"b",-0.181640036437952,1.15368668280838,7,"c",-0.239098044147209,1.25955544567832,8,"d",-0.138808912905259,1.3706148361346
51,0,0,24,1,"B",1,"a c",0,1,-0.513244621317116,1.59421829759167,2,"b c",0,1,0.150350815071002,0.880489039874758,3,"a d",0,1,-0.0591463267196394,1.52361159239232,4,"b d",0,1,0.328032256991804,1.33061289297265,5,"a",-0.286195474018378,1.55960797873975,6,"b",0.239191536031403,1.11976494117884,7,"c",-0.181446903123057,1.31740027860969,8,"d",0.134442965136082,1.42853231513293
52,0,0,24,1,"B",1,"a c",0,1,0.222886775199609,1.60570619601518,2,"b c",0,1,-0.0333375349885749,2.00422822089475,3,"a d",0,1,-0.0245431138922406,1.70702518585681,4,"b d",0,1,-0.10856880910635,1.31134134919888,5,"a",0.0991718306536844,1.6441766236645,6,"b",-0.0709531720474627,1.67591509161926,7,"c",0.0947746201055173,1.80116949714938,8,"d",-0.0665559614992955,1.50641464971128
53,0,0,24,1,"B",1,"a c",0,1,0.27890614980724,1.62492425469374,2,"b c",0,1,-0.133044068488067,1.62312476425319,3,"a d",0,1,-0.360236539324868,1.5212738650325,4,"b d",0,1,-0.0383610041093952,2.2071365070601,5,"a",-0.0406651947588137,1.59025663432092,6,"b",-0.0857025362987309,1.91714130323149,7,"c",0.0729310406595869,1.62008294354381,8,"d",-0.199298771717131,1.88225158393886
54,0,0,8,1,"B",1,"a c",0,1,0.150434531924382,1.07133178628328,2,"b c",0,1,0.90318100415618,1.83018274810343,3,"a d",0,1,0.0406377793682509,2.01271426739694,4,"b d",0,1,0.460796126353777,1.85944055645381,5,"a",0.0955361556463166,1.55862364362229,6,"b",0.681988565254978,1.79689424733377,7,"c",0.526807768040281,1.49995008406112,8,"d",0.250716952861014,1.88442559740531
55,0,0,40,1,"B",1,"a c",0,1,0.118891728445608,1.38899183315721,2,"b c",0,1,-0.194982039308827,0.941712330519545,3,"a d",0,1,0.10183991875268,1.32041167671206,4,"b d",0,1,-0.211668607354025,1.60996270960513,5,"a",0.110365823599144,1.34655886943138,6,"b",-0.203325323331426,1.31051660691093,7,"c",-0.0380451554316093,1.18961237946565,8,"d",-0.0549143443006722,1.47145395197215
56,0,0,16,1,"B",1,"a c",0,1,0.344736677067633,1.29947822699478,2,"b c",0,1,-0.423145658290184,1.01543514731508,3,"a d",0,1,0.181119284110973,0.960698949972588,4,"b d",0,1,-0.0849641982139791,1.23152332461775,5,"a",0.262927980589303,1.12719974521367,6,"b",-0.254054928252082,1.12352135316745,7,"c",-0.0392044906112758,1.21168277095335,8,"d",0.0480775429484971,1.09486021982878
57,0,0,8,1,"B",1,"a c",0,1,-0.25202285515172,0.721835074834415,2,"b c",0,1,-0.483925006844727,1.25451304567447,3,"a d",0,1,0.557483571391663,1.64663371363922,4,"b d",0,1,0.0831771173748587,1.56236570753121,5,"a",0.152730358119972,1.29739076235192,6,"b",-0.200373944734934,1.39976060758107,7,"c",-0.367973930998224,0.995960388470677,8,"d",0.320330344383261,1.56985330070525
58,0,0,40,1,"B",1,"a c",0,1,-0.12590916974714,1.34649776398968,2,"b c",0,1,-0.227340385889318,1.38381379950897,3,"a d",0,1,0.105826600604899,1.47534329413275,4,"b d",0,1,-0.0579925050813862,1.1921674950064,5,"a",-0.0100412845711201,1.40825818367944,6,"b",-0.142666445485352,1.28617541592212,7,"c",-0.176624777818229,1.35757436040198,8,"d",0.0239170477617566,1.3352801805441
59,0,0,8,1,"B",1,"a c",0,1,0.225512308363926,3.55370933935549,2,"b c",0,1,0.40126898056124,1.35626355683114,3,"a d",0,1,0.555734386525009,1.98122755443141,4,"b d",0,1,0.112627744669296,1.45982767523734,5,"a",0.390623347444468,2.78466006687884,6,"b",0.256948362615268,1.36935724072936,7,"c",0.313390644462583,2.6000213840244,8,"d",0.334181065597152,1.69666123570218
60,0,0,24,1,"B",1,"a c",0,1,0.00613497257840715,1.59389071544292,2,"b c",0,1,-0.447435999888757,1.29877135737374,3,"a d",0,1,-0.0625991152455712,1.9231316326232,4,"b d",0,1,0.24254621941389,1.58154265816946,5,"a",-0.028232071333582,1.74765447038269,6,"b",-0.102444890237434,1.47344467279014,7,"c",-0.220650513655175,1.4564347061896,8,"d",0.0899735520841592,1.74862104084786
61,0,0,16,1,"B",1,"a c",0,1,0.591132492505757,2.03982311662163,2,"b c",0,1,0.00167066433859121,1.73165639613576,3,"a d",0,1,0.63908495030816,1.57182496245982,4,"b d",0,1,-0.546629878823793,1.10360962202237,5,"a",0.615108721406958,1.79147692179828,6,"b",-0.272479607242601,1.45528945093996,7,"c",0.296401578422174,1.88519191540926,8,"d",0.0462275357421835,1.46547554656159
62,0,0,24,1,"B",1,"a c",0,1,-0.104809762450288,0.990276608316597,2,"b c",0,1,-0.165510106157033,1.48939893867093,3,"a d",0,1,-0.622568224441818,1.69016445995664,4,"b d",0,1,-0.228533563484419,1.28833832073851,5,"a",-0.363688993446053,1.39508918452957,6,"b",-0.197021834820726,1.37797673527919,7,"c",-0.13515993430366,1.25155413555915,8,"d",-0.425550893963119,1.49994329656837
63,0,0,32,1,"B",1,"a c",0,1,-0.300647376173574,1.86585306856381,2,"b c",0,1,0.659767505022759,1.57976551768333,3,"a d",0,1,0.159047629968819,1.45725050951246,4,"b d",0,1,0.056626022839389,1.50840374936962,5,"a",-0.0707998731023777,1.67680582745412,6,"b",0.358196763931074,1.56204812732833,7,"c",0.179560064424592,1.78195281500342,8,"d",0.107836826404104,1.47213553683884
64,0,0,32,1,"B",1,"a c",0,1,-0.0853141284707326,1.54082716094205,2,"b c",0,1,0.309286652137238,0.803756396771006,3,"a d",0,1,0.348453118691261,1.76223907762391,4,"b d",0,1,0.485099522331966,1.33685974218783,5,"a",0.131569495110264,1.65653657868101,6,"b",0.397193087234602,1.09779237657258,7,"c",0.111986261833252,1.23517693392011,8,"d",0.416776320511614,1.55314250044129
65,0,0,40,1,"B",1,"a c",0,1,-0.329108653128022,1.48202552392709,2,"b c",0,1,0.0562537346915683,0.999724369928755,3,"a d",0,1,-0.140575897549578,1.55389413182381,4,"b d",0,1,0.283174151881741,1.46385982690093,5,"a",-0.2348422753388,1.51172368059618,6,"b",0.169713943286655,1.2507258624235,7,"c",-0.136427459218227,1.27094190978383,8,"d",0.0712991271660815,1.51504151320225
