"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
6,40,"between","45","1","a c","4","b d",156,156,156,-3.16884477675566,0.210264315708552,-2.37663547896856,0.00184203174866924,0.833735761129489,0.0186841409264483,0.0113143087725144
6,40,"between","46","2","b c","3","a d",156,156,156,-8.30354696131345,1.96043868375157,-1.2229770068859,4.53549047874641e-14,0.0517258013070433,0.223182677317541,0.28936933626256
6,40,"between","47","2","b c","4","b d",156,156,156,-5.94158395641687,0.305006852899467,0.873908670912396,1.77728720942761e-08,0.760767487843268,0.383511315910323,0.298223708790623
6,40,"between","48","3","a d","4","b d",156,156,156,2.36196300489658,-1.65543183085211,-0.349068335973507,0.0194128169374737,0.099847265604612,0.727508719171676,0.748520237123804
7,40,"between","49","5","a","6","b",156,156,156,0.421161389806889,0.139845892823465,0.421161389806887,0.674216927734161,0.888962143079959,0.674216927734162,0.908981981738472
7,40,"between","50","7","c","8","d",156,156,156,-2.16632645411213,-0.488716703372161,-2.16632645411213,0.0318044663771571,0.625728611667904,0.0318044663771571,0.00366263573479729
7,40,"between","51","1","a c","2","b c",156,156,156,3.92519373623856,2.1310649896179,4.46806627782863,0.00012968761097858,0.034650847383496,1.50894600550673e-05,8.15299373295428e-05
7,40,"between","52","1","a c","3","a d",156,156,156,4.29812738581967,1.68660411544775,2.20638421392775,3.02183128704059e-05,0.0936782808383365,0.0288185905914978,0.0259937895973236
7,40,"between","53","1","a c","4","b d",156,156,156,-0.710988612510744,-0.246688915897031,-2.44969475380951,0.478152976743192,0.805473309914189,0.0154038972606334,0.0162183229888276
7,40,"between","54","2","b c","3","a d",156,156,156,0.372933649581107,-0.444460874170149,2.26168206390088,0.709704057587394,0.657325397384641,0.025098614572291,0.0141483915033057
7,40,"between","55","2","b c","4","b d",156,156,156,-4.63618234874931,-2.37775390551493,-6.91776103163814,7.45406309758228e-06,0.0186296006857096,1.11536048835824e-10,2.43798502474254e-09
7,40,"between","56","3","a d","4","b d",156,156,156,-5.00911599833041,-1.93329303134478,-4.65607896773726,1.46522542009312e-06,0.0550109659381579,6.84909328098343e-06,1.33069454787044e-05
8,40,"between","57","5","a","6","b",156,156,156,0.783614496187721,-0.159474184494125,0.783614496187722,0.434454460555596,0.873501583401996,0.434454460555596,0.184905238462719
8,40,"between","58","7","c","8","d",156,156,156,1.86398554030594,0.813004404211116,1.86398554030594,0.0642030313913284,0.417454579116498,0.0642030313913284,0.249420272068958
8,40,"between","59","1","a c","2","b c",156,156,156,2.15030713803661,-0.735233347686974,1.27540878010119,0.0330714766039255,0.463301290955205,0.204060612649641,0.183650100367109
8,40,"between","60","1","a c","3","a d",156,156,156,-3.64989866643077,-0.0475871430547738,1.15221588656869,0.000357389389024992,0.962106146112679,0.250995022853778,0.27641918823266
8,40,"between","61","1","a c","4","b d",156,156,156,-2.39934644543064,0.462115650072219,1.75610261957115,0.0176038553108437,0.644642220564307,0.0810333138941285,0.0841348965414066
8,40,"between","62","2","b c","3","a d",156,156,156,-5.80020580446738,0.6876462046322,0.123192893532502,3.57296797132372e-08,0.492696728677326,0.90211292707288,0.889654378994766
8,40,"between","63","2","b c","4","b d",156,156,156,-4.54965358346726,1.19734899775919,0.480693839469956,1.07400301164791e-05,0.232986785529036,0.631407558620927,0.575438252858724
8,40,"between","64","3","a d","4","b d",156,156,156,1.25055222100012,0.509702793126993,0.603886733002457,0.212970369066088,0.610980009949472,0.546796098996051,0.601861853338916
9,40,"between","65","5","a","6","b",156,156,156,-1.0950197641756,-1.48187736163653,-1.09501976417559,0.275195727722663,0.140390086345283,0.275195727722664,0.319844153688328
9,40,"between","66","7","c","8","d",156,156,156,1.89646409326433,0.045018688494951,1.89646409326433,0.0597472639052749,0.964149988078837,0.0597472639052749,0.0259651000140466
9,40,"between","67","1","a c","2","b c",156,156,156,-0.467868984940319,-2.93877272053162,-4.01132752769096,0.640531254413502,0.00379577309376446,9.34177535552339e-05,0.000216186527397934
9,40,"between","68","1","a c","3","a d",156,156,156,-1.7731171190636,-1.8590941693167,-1.55779709813241,0.0781606897269996,0.0648975020569248,0.121307763421526,0.11829036429103
9,40,"between","69","1","a c","4","b d",156,156,156,3.98486141150875,-1.01601251138511,0.937274587376336,0.000103381268242864,0.311196602875341,0.350066114947498,0.37027183111467
9,40,"between","70","2","b c","3","a d",156,156,156,-1.30524813412328,1.07967855121492,-2.45353042955855,0.193730238750625,0.281951792095067,0.0152467705217166,0.00925628709158727
9,40,"between","71","2","b c","4","b d",156,156,156,4.45273039644907,1.92276020914651,4.9486021150673,1.60777156546702e-05,0.0563321068236987,1.91871469745249e-06,6.58946403106068e-06
9,40,"between","72","3","a d","4","b d",156,156,156,5.75797853057235,0.843081657931587,2.49507168550875,4.39311151663333e-08,0.400473587581672,0.0136341661071627,0.0119716302061129
10,8,"between","73","5","a","6","b",28,28,28,-1.1869891932334,-1.46352454862372,-1.1869891932334,0.245205235936673,0.154460593710581,0.245205235936673,0.401635997474481
10,8,"between","74","7","c","8","d",28,28,28,-0.625928685758667,-0.254086157325909,-0.625928685758667,0.536431129006176,0.801285661155358,0.536431129006176,0.867207775652105
10,8,"between","75","1","a c","2","b c",28,28,28,1.56462682373198,-1.64211685820764,-4.64757589901812,0.128903577376436,0.111751481099375,7.26610428480609e-05,0.00108780108780109
10,8,"between","76","1","a c","3","a d",28,28,28,-1.41561474528132,-0.786914770293609,-3.9888643542754,0.167915959908257,0.437942000059001,0.000432938815086658,0.0147630147630148
10,8,"between","77","1","a c","4","b d",28,28,28,4.02332611816796,-1.2145341776156,-1.02466240293313,0.000394718540127641,0.234687677580574,0.31429402634755,0.160528360528361
10,8,"between","78","2","b c","3","a d",28,28,28,-2.9802415690133,0.855202087914032,-0.658711544742726,0.00589845848779914,0.399698162393871,0.515461682730695,0.798445998445998
10,8,"between","79","2","b c","4","b d",28,28,28,2.45869929443597,0.427582680592044,3.62291349608499,0.0203886796596102,0.672225572010364,0.00114345791996649,0.00108780108780109
10,8,"between","80","3","a d","4","b d",28,28,28,5.43894086344927,-0.427619407321988,2.96420195134227,8.3653868829898e-06,0.672199144428304,0.006136386743892,0.0147630147630148
11,32,"between","81","5","a","6","b",124,124,124,0.981973112467704,-0.470376124039983,0.981973112467704,0.328025164084297,0.6389126105742,0.328025164084297,0.0113121302499504
11,32,"between","82","7","c","8","d",124,124,124,-0.533331706764596,-0.256711600676113,-0.533331706764596,0.594758627801216,0.797826863259526,0.594758627801216,0.784068584444942
11,32,"between","83","1","a c","2","b c",124,124,124,5.48538751666015,-0.578933278073466,2.08643308999508,2.21840790579361e-07,0.563684349226705,0.0389885763641229,0.0349740681566743
11,32,"between","84","1","a c","3","a d",124,124,124,2.32838956522885,-0.427849644703882,0.0684076422949207,0.0215104841999058,0.669502739042088,0.945571325482653,0.857155698323863
11,32,"between","85","1","a c","4","b d",124,124,124,7.61491106920042,-0.514128660664249,1.62126112238962,5.82483564132219e-12,0.608077078526427,0.10750177148855,0.161615075721731
11,32,"between","86","2","b c","3","a d",124,124,124,-3.1569979514313,0.151083633369584,2.01802544770016,0.00200165681210066,0.880155254357236,0.0457465916640961,0.0294373531203425
11,32,"between","87","2","b c","4","b d",124,124,124,2.12952355254027,0.064804617409217,-0.465171967605459,0.0351876596063517,0.948433923754883,0.642624191405218,0.846699504837427
11,32,"between","88","3","a d","4","b d",124,124,124,5.28652150397156,-0.0862790159603675,1.5528534800947,5.43319295422636e-07,0.931383781991985,0.123006753793577,0.149800546990899
12,24,"between","89","5","a","6","b",92,92,92,1.46078089334802,-0.276980537260639,1.46078089334802,0.147482456427125,0.782416421822483,0.147482456427125,0.318734862651111
12,24,"between","90","7","c","8","d",92,92,92,6.03129233497841,0.805165288900036,6.03129233497841,3.35432137975272e-08,0.422800331425839,3.35432137975272e-08,2.1656714423933e-08
12,24,"between","91","1","a c","2","b c",92,92,92,1.23130647803293,0.142437287575935,-0.00619132480134493,0.221346583237788,0.887046088829184,0.995073474671679,0.630998003515649
12,24,"between","92","1","a c","3","a d",92,92,92,1.56302831458061,0.907629939486867,3.659072957596,0.121479373114557,0.366445082159694,0.000421843053588751,0.000660647637181331
12,24,"between","93","1","a c","4","b d",92,92,92,4.31238387511989,0.37348301960355,5.36168727796638,4.05188450009428e-05,0.709648223349582,6.08972075337189e-07,0.000129180730169515
12,24,"between","94","2","b c","3","a d",92,92,92,0.331721836547685,0.765192651910932,-3.66526428239734,0.740853809446246,0.446115349458542,0.00041304479721817,0.000129180730169515
12,24,"between","95","2","b c","4","b d",92,92,92,3.08107739708696,0.231045732027616,5.36787860276773,0.00272058133430964,0.817792327449079,5.93276741212581e-07,4.19954813792792e-06
12,24,"between","96","3","a d","4","b d",92,92,92,2.74935556053928,-0.534146919883317,1.70261432037039,0.00718816763925928,0.594528276048017,0.09201681050273,0.0193695590781322
13,40,"between","97","5","a","6","b",156,156,156,-0.37257001053709,-1.94616424897437,-0.372570010537089,0.709974181732307,0.0534320204259821,0.709974181732308,0.892771257089385
13,40,"between","98","7","c","8","d",156,156,156,-1.04767534952677,0.352174061010106,-1.04767534952677,0.296408698090518,0.725183031747857,0.296408698090518,0.00166241520476097
13,40,"between","99","1","a c","2","b c",156,156,156,3.80506372775642,-2.29113917569595,-2.38105560413015,0.000203170883726031,0.0232938519008261,0.0184694123818419,0.00952844701653486
13,40,"between","100","1","a c","3","a d",156,156,156,-3.30752196246286,-0.665968571245102,-4.62954708468988,0.00116848872978167,0.50641477299216,7.66704792374162e-06,0.00012036534019358
13,40,"between","101","1","a c","4","b d",156,156,156,2.94001952218921,-1.12712127105435,-2.45243628605268,0.00378134241361195,0.261421914813979,0.0152914457337562,0.00925628709158727
13,40,"between","102","2","b c","3","a d",156,156,156,-7.11258569021928,1.62517060445085,2.24849148055973,3.8679715639754e-11,0.106144829251573,0.0259456231528342,0.0217164170045132
13,40,"between","103","2","b c","4","b d",156,156,156,-0.865044205567211,1.1640179046416,-0.0713806819225304,0.388342816384776,0.246193912009224,0.943186213164174,0.822080223245056
13,40,"between","104","3","a d","4","b d",156,156,156,6.24754148465207,-0.461152699809247,2.1771107986372,3.79447980045623e-09,0.645331360890832,0.0309753622462762,0.0123126595484837
14,24,"between","105","5","a","6","b",92,92,92,1.90943052276993,0.0121275396725154,1.90943052276993,0.0593227187883367,0.99035012074427,0.0593227187883367,0.023311285587883
14,24,"between","106","7","c","8","d",92,92,92,1.0653714474851,-1.09975394772362,1.0653714474851,0.289495916088257,0.274308770395195,0.289495916088257,0.226361903059362
14,24,"between","107","1","a c","2","b c",92,92,92,1.02086744615639,0.342982595790559,0.893469204946859,0.309994251315687,0.732394018806858,0.373937238475468,0.455184044167307
14,24,"between","108","1","a c","3","a d",92,92,92,3.0332670670279,-0.443236343823031,0.132956726926616,0.00314387571757281,0.658635341525156,0.894517984677426,0.99185195319931
14,24,"between","109","1","a c","4","b d",92,92,92,5.02806552503464,-0.769068008530501,2.5261778116057,2.43395972578677e-06,0.443822871649386,0.0132402498040113,0.00632736419267434
14,24,"between","110","2","b c","3","a d",92,92,92,2.01239962087151,-0.78621893961359,0.760512478020243,0.0471017909027421,0.433759643477325,0.448893034371015,0.480345250423796
14,24,"between","111","2","b c","4","b d",92,92,92,4.00719807887825,-1.11205060432106,1.63270860665884,0.000124619222973898,0.269013912021662,0.10594843026463,0.147193088330826
14,24,"between","112","3","a d","4","b d",92,92,92,1.99479845800674,-0.32583166470747,2.39322108467909,0.0490240334152585,0.745291671369683,0.0187323544407449,0.02867113087527
15,8,"between","113","5","a","6","b",28,28,28,3.67213848595339,2.77425998787934,3.67213848595339,0.00100466627746594,0.0097397058972154,0.00100466627746594,0.00144279203651944
15,8,"between","114","7","c","8","d",28,28,28,-1.47383587487396,-0.648658884586466,-1.47383587487396,0.151680630714089,0.521843837971242,0.151680630714089,0.0562163174213685
15,8,"between","115","1","a c","2","b c",28,28,28,-1.42252133359405,1.14562186644387,1.71639513805494,0.1659208145667,0.261649148390736,0.097135227095334,0.104895104895105
15,8,"between","116","1","a c","3","a d",28,28,28,-1.26148118262114,-1.27474727972811,-2.94239166523705,0.217544212940046,0.212876068495867,0.00647455598568826,0.00186480186480186
15,8,"between","117","1","a c","4","b d",28,28,28,-1.71776161037773,1.503026954236,1.08588263836129,0.0968821748423169,0.14402806963592,0.286791567897407,0.278632478632479
15,8,"between","118","2","b c","3","a d",28,28,28,0.161040150972912,-2.42036914617198,4.65878680329199,0.873218105232197,0.0222425225437583,7.04711801156994e-05,0.00108780108780109
15,8,"between","119","2","b c","4","b d",28,28,28,-0.295240276783672,0.357405087792124,-0.630512499693652,0.769988586408698,0.723468496542099,0.533472098332137,0.645376845376845
15,8,"between","120","3","a d","4","b d",28,28,28,-0.456280427756583,2.77777423396411,4.02827430359834,0.651707938950018,0.0096578796359505,0.000389510504284803,0.00466200466200466
16,32,"between","121","5","a","6","b",124,124,124,4.09971095009629,1.70226523854253,4.09971095009629,7.4253002730608e-05,0.0912113520307624,7.42530027306076e-05,1.3118253287337e-05
16,32,"between","122","7","c","8","d",124,124,124,-0.48969128949301,-1.11686405157238,-0.48969128949301,0.625217572434348,0.266211887717968,0.625217572434348,0.41922537918398
16,32,"between","123","1","a c","2","b c",124,124,124,-1.20993479930039,0.68958430554509,2.57610078735029,0.228605438276224,0.491744107994599,0.0111647555672458,0.0190967739678781
16,32,"between","124","1","a c","3","a d",124,124,124,2.04220208899256,-1.30384113253678,-1.37173728365969,0.0432519914979367,0.19470308139908,0.17262209071615,0.264207768043003
16,32,"between","125","1","a c","4","b d",124,124,124,1.41975008241606,0.41394114902125,2.71072752341239,0.158189630169322,0.679632307109073,0.00766561853809306,0.0158169450811819
16,32,"between","126","2","b c","3","a d",124,124,124,3.25213688829295,-1.99342543808187,3.94783807100999,0.00147555508564597,0.0484097741989848,0.00013133617157409,0.000240535160910898
16,32,"between","127","2","b c","4","b d",124,124,124,2.62968488171645,-0.275643156523839,0.134626736062092,0.00962863055416379,0.783280979504447,0.89312527822394,0.984044925533228
16,32,"between","128","3","a d","4","b d",124,124,124,-0.6224520065765,1.71778228155803,4.08246480707208,0.534787656537897,0.0883325363178475,7.92782925964576e-05,4.27301780645491e-05
17,8,"between","129","5","a","6","b",28,28,28,-2.46094865594415,-1.28467842733372,-2.46094865594416,0.0202844286208608,0.209431636503302,0.0202844286208608,0.031842056933516
17,8,"between","130","7","c","8","d",28,28,28,-0.686465899543038,-0.43398810444691,-0.686465899543038,0.498065261625427,0.667622882253038,0.498065261625427,0.27032576790602
17,8,"between","131","1","a c","2","b c",28,28,28,1.75490719074266,-0.185317206996665,-0.242201936790671,0.0902133858965391,0.854316129588527,0.810388947933793,1
17,8,"between","132","1","a c","3","a d",28,28,28,1.59038464161054,0.416211689006375,0.575229599877838,0.122977007854724,0.680428225013151,0.569730141576752,0.441802641802642
17,8,"between","133","1","a c","4","b d",28,28,28,0.27420424855354,-1.21528075922045,-2.63394606259853,0.785940533282515,0.234407367947489,0.0135912460977268,0.00295260295260295
17,8,"between","134","2","b c","3","a d",28,28,28,-0.164522549132124,0.60152889600304,-0.817431536668508,0.870501760639577,0.552327395356427,0.420583434588268,0.573737373737374
17,8,"between","135","2","b c","4","b d",28,28,28,-1.48070294218912,-1.02996355222379,-2.39174412580786,0.149851633562598,0.311842472501497,0.0237263818823199,0.082983682983683
17,8,"between","136","3","a d","4","b d",28,28,28,-1.316180393057,-1.63149244822683,-3.20917566247636,0.198787238876886,0.113984738898884,0.00332693712876756,0.0104118104118104
18,24,"between","137","5","a","6","b",92,92,92,-1.53291600096045,-1.50024181282822,-1.53291600096045,0.128728275392389,0.136975875828468,0.128728275392389,0.0071662625684989
18,24,"between","138","7","c","8","d",92,92,92,1.46991771057357,1.23338404420749,1.46991771057357,0.144995686086515,0.220574479227189,0.144995686086515,0.00801893962123075
18,24,"between","139","1","a c","2","b c",92,92,92,5.89274551582147,-1.86192739974931,-1.09348629486817,6.18223080729909e-08,0.0658055839178236,0.277035242019345,0.430768442815985
18,24,"between","140","1","a c","3","a d",92,92,92,-6.16320532391897,0.0710379809875329,-1.06559123632562,1.86458214082813e-08,0.943521723227936,0.289397039265394,0.53281963161271
18,24,"between","141","1","a c","4","b d",92,92,92,0.368808829223872,-0.188696937804033,-4.04478348867054,0.713117601160496,0.850745981435243,0.000108805621405846,5.38648848785721e-06
18,24,"between","142","2","b c","3","a d",92,92,92,-12.0559508397404,1.93296538073684,-0.0278950585425553,1.22787345947863e-20,0.0563157751949275,0.977806270855261,0.846132512586467
18,24,"between","143","2","b c","4","b d",92,92,92,-5.52393668659759,1.67323046194527,-2.95129719380237,3.0580863028377e-07,0.0976790794255521,0.00401420716575828,0.00632736419267434
18,24,"between","144","3","a d","4","b d",92,92,92,6.53201415314285,-0.259734918791566,-2.97919225234492,3.52522540451507e-09,0.795648615104098,0.00369573723463706,0.0256922062622656
19,32,"between","145","5","a","6","b",124,124,124,0.12131735825327,0.844193685385448,0.121317358253271,0.903636045616876,0.400186908226232,0.903636045616876,0.754929940301957
19,32,"between","146","7","c","8","d",124,124,124,-1.12625112746913,-0.907374708435429,-1.12625112746913,0.262234187662616,0.365968663180291,0.262234187662616,0.00325315366663361
19,32,"between","147","1","a c","2","b c",124,124,124,-4.15728656136786,-0.104246308145173,4.32806033964658,5.95921028422254e-05,0.917142311019848,3.0668604351177e-05,0.000201934633400351
19,32,"between","148","1","a c","3","a d",124,124,124,5.56382034444307,-1.34279219712794,1.67061575049195,1.55033936283754e-07,0.181792119541626,0.0973198084580136,0.12147548143168
19,32,"between","149","1","a c","4","b d",124,124,124,-0.801190129599801,-0.0446757298409452,-2.14460440528269,0.424554130540897,0.964437644514717,0.0339352211232259,0.064592312496745
19,32,"between","150","2","b c","3","a d",124,124,124,9.72110690581093,-1.23854588898277,2.65744458915463,5.99951323163005e-17,0.217853266530525,0.00891025416430607,0.00803248123387188
19,32,"between","151","2","b c","4","b d",124,124,124,3.35609643176806,0.0595705783042282,-6.47266474492927,0.00104970365148222,0.952593550965015,2.02271110606629e-09,5.83565557556139e-09
19,32,"between","152","3","a d","4","b d",124,124,124,-6.36501047404287,1.298116467287,-3.81522015577464,3.4382971344655e-09,0.196656634156437,0.000213522731974506,0.000320281505487836
20,32,"between","153","5","a","6","b",124,124,124,-3.04552507740619,-0.240973422472589,-3.04552507740619,0.00283778882405256,0.809973703808228,0.00283778882405257,0.0067439080107847
20,32,"between","154","7","c","8","d",124,124,124,1.01537319321977,0.0667163157017857,1.01537319321977,0.311905067544803,0.946914995829085,0.311905067544803,0.320406200219249
20,32,"between","155","1","a c","2","b c",124,124,124,1.8463952655464,-0.393776283692012,1.31277452276274,0.0672193329958621,0.694422517434008,0.191683390062215,0.111988741820458
20,32,"between","156","1","a c","3","a d",124,124,124,4.16927963187897,-0.176206783327398,4.23924609499601,5.69087713796125e-05,0.860418944296205,4.34196241028697e-05,0.000150071499865316
20,32,"between","157","1","a c","4","b d",124,124,124,-0.99764905477104,-0.123218381867583,-1.35415137018506,0.32039242480734,0.902133665891764,0.178150758685324,0.124771719905125
20,32,"between","158","2","b c","3","a d",124,124,124,2.32288436633257,0.217569500364614,-2.92647157223327,0.0218145738109888,0.828122157410788,0.00407902978630684,0.000945581807540019
20,32,"between","159","2","b c","4","b d",124,124,124,-2.84404432031744,0.270557901824428,-2.6669258929478,0.00521206060664591,0.787180896478678,0.00867622350719699,0.00909101554722176
20,32,"between","160","3","a d","4","b d",124,124,124,-5.16692868665001,0.0529884014598146,-5.59339746518107,9.22653098974623e-07,0.957826420535227,1.35341604847397e-07,3.28059778702236e-06
21,40,"between","161","5","a","6","b",156,156,156,-1.29744022612459,0.746267385043858,-1.29744022612459,0.196395124105328,0.456629029415548,0.196395124105328,0.0495345274701094
21,40,"between","162","7","c","8","d",156,156,156,-2.80395498340818,-1.86588506608197,-2.80395498340818,0.00568979288761714,0.0639350142228301,0.00568979288761714,0.00335546804361351
